"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","année d'octroi  de la subvention","prénom","nom","sexe","url_sénat","url_nossénateurs","url_nossénateurs_api"
"Sivos de Boullarre, Etavigny, Neufchelles, Rouvres-en-Multien et Varinfroy",60,14346,"La construction et l'équipement d'une cantine scolaire et d'un accueil périscolaire",122,"MARINI Philippe",60,2012,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"SIVOS de Brotonne",27,1500,"L'acquisition d'un tableau numérique et d'un ordinateur portable pour l'école primaire",122,"PONIATOWSKI Ladislas",27,2012,"Ladislas","Poniatowski","H","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html","http://nossenateurs.fr/ladislas-poniatowski","http://nossenateurs.fr/ladislas-poniatowski/json"
"Sivos de Duvy- Ormoy Villers- Rouville",60,10000,"L'aménagement de la voirie et des réseaux dans le cadre de la construction de locaux périscolaires à Ormoy Villers",122,"MARINI Philippe",60,2011,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"SIVOS de Grignols",33,7070,"La réhabilitation et l'extension de l'école de Grignols",122,"DES ESGAULX Marie-Hélène",33,2010,"Marie-Hélène","Des Esgaulx","F","http://www.senat.fr/senateur/des_esgaulx_marie_helene08022q.html","http://nossenateurs.fr/marie-helene-des-esgaulx","http://nossenateurs.fr/marie-helene-des-esgaulx/json"
"SIVOS de la vallée de la Tortille",80,9126,"L'acquisition de matériel informatique pour les classes primaires",122,"ZOCCHETTO François",53,2012,"François","Zocchetto","H","http://www.senat.fr/senateur/zocchetto_francois01047u.html","http://nossenateurs.fr/francois-zocchetto","http://nossenateurs.fr/francois-zocchetto/json"
"SIVOS de la Vallée du Lesme",27,1784,"L'acquisition de mobilier scolaire et de matériel informatique pour l'école élémentaire de Bémécourt",122,"PONIATOWSKI Ladislas",27,2013,"Ladislas","Poniatowski","H","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html","http://nossenateurs.fr/ladislas-poniatowski","http://nossenateurs.fr/ladislas-poniatowski/json"
"SIVOS de la Vallée du Lesme",27,1829,"L'aménagement de salles de classe dans l'ancienne école de Sainte-Marguerite-de-l'Autel",122,"BOURDIN Joël",27,2012,"Joël","Bourdin","H","http://www.senat.fr/senateur/bourdin_joel89022n.html","http://nossenateurs.fr/joel-bourdin","http://nossenateurs.fr/joel-bourdin/json"
"SIVOS du Chemin des Ecoliers",21,2419,"La construction d'une école maternelle à Darcey",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"SIVOS du Regroupement Pédagogique Nord-Est de Thiberville",27,2058,"L'acquisition de mobilier pour la classe de CM1- CM2 de l'école de Bazoques",122,"BOURDIN Joël",27,2012,"Joël","Bourdin","H","http://www.senat.fr/senateur/bourdin_joel89022n.html","http://nossenateurs.fr/joel-bourdin","http://nossenateurs.fr/joel-bourdin/json"
"SIVOS du Rouloir",27,1406,"La réfection de la toiture de l'école",122,"MAUREY Hervé",27,2013,"Hervé","Maurey","H","http://www.senat.fr/senateur/maurey_herve08009t.html","http://nossenateurs.fr/herve-maurey","http://nossenateurs.fr/herve-maurey/json"
"SIVOS Val-Es-Dunes Garcelles- Secqueville",14,815,"La rénovation du préfabriqué à l'école primaire de Garcelles-Secqueville",122,"DUPONT Jean-Léonce",14,2012,"Jean-Léonce","Dupont","H","http://www.senat.fr/senateur/dupont_jean_leonce98042t.html","http://nossenateurs.fr/jean-leonce-dupont","http://nossenateurs.fr/jean-leonce-dupont/json"
"SIVRY-ANTE",51,8610,"La réhabilitation et la mise aux normes de la mairie",122,"ETIENNE Jean-Claude",51,2010,"Jean-Claude","Etienne","H","http://www.senat.fr/senateur/etienne_jean_claude01026p.html","http://nossenateurs.fr/jean-claude-etienne","http://nossenateurs.fr/jean-claude-etienne/json"
"SIVU Chieulles-Vany",57,2000,"L'acquisition d'un tracteur de pelouse et d'une tondeuse",122,"LE MENN Jacky",35,2013,"Jacky","Le Menn","H","http://www.senat.fr/senateur/le_menn_jacky08037x.html","http://nossenateurs.fr/jacky-le-menn","http://nossenateurs.fr/jacky-le-menn/json"
"Sivu Complexe sportif Brain-sur- L'Authon - Andard",49,650,"La construction d'une salle omnisports au complexe sportif Jean Cherré",122,"RAOUL Daniel",49,2011,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"Sivu d'assainissement d'Anetz-Saint- Herblon",44,55000,"La construction d'une station d'épuration intercommunale et l'aménagement de réseaux de collecte et de transfert des eaux usées",122,"GAUTIER Gisèle",44,2011,"Gisèle","Gautier","F","http://www.senat.fr/senateur/gautier_gisele01055u.html","http://nossenateurs.fr/gisele-gautier","http://nossenateurs.fr/gisele-gautier/json"
"SIVU de Montigny-sur-Armançon - Roilly - Brianny",21,785,"La restauration de la statue ""Vierge à l'Enfant"" et de son retable situés dans l'église Saint-Martin",122,"HOUPERT Alain",21,2013,"Alain","Houpert","H","http://www.senat.fr/senateur/houpert_alain08069g.html","http://nossenateurs.fr/alain-houpert","http://nossenateurs.fr/alain-houpert/json"
"SIVU de Viel-Saint-Rémy-Villers-le- Tourneur et Neuvizy",8,1500,"Des travaux de fermeture du préau de l'école primaire de Viel Saint-Rémy",122,"LAMENIE Marc",8,2012,"Marc","Laménie","H","http://www.senat.fr/senateur/lamenie_marc07029t.html","http://nossenateurs.fr/marc-lamenie","http://nossenateurs.fr/marc-lamenie/json"
"SIVU des écoles Oberroedern- Stundwiller",67,3700,"La mise aux normes d'accessibilité de salles de classes maternelle et primaire",122,"KELLER Fabienne",67,2012,"Fabienne","Keller","F","http://www.senat.fr/senateur/keller_fabienne04061f.html","http://nossenateurs.fr/fabienne-keller","http://nossenateurs.fr/fabienne-keller/json"
"Sivu du Chemin de Fer de Puisaye",89,180,"La réfection de la voie ferrée entre l'étang de Moutiers et Saint-Fargeau",122,"BORDIER Pierre",89,2009,"Pierre","Bordier","H","http://www.senat.fr/senateur/bordier_pierre04073k.html","http://nossenateurs.fr/pierre-bordier","http://nossenateurs.fr/pierre-bordier/json"
"SIVU Montlay-en-Auxois et Juillenay 21 - Côte-d'Or","",2000,"L'édification d'un columbarium et la création d'un jardin du souvenir",122,"HOUPERT Alain",21,2012,"Alain","Houpert","H","http://www.senat.fr/senateur/houpert_alain08069g.html","http://nossenateurs.fr/alain-houpert","http://nossenateurs.fr/alain-houpert/json"
"Sivu pour les écoles de Saint-Martin et du Mas-de-Londres",34,1500,"La construction d'un groupe scolaire",122,"TROPEANO Robert",34,2011,"Robert","Tropeano","H","http://www.senat.fr/senateur/tropeano_robert06004e.html","http://nossenateurs.fr/robert-tropeano","http://nossenateurs.fr/robert-tropeano/json"
"Sivu RPI Hénin-sur-Cojeul - Neuville- Vitasse - Saint-Martin-sur-Cojeul",62,4789,"L'acquisition de tableaux blancs interactifs, d'ordinateurs portables et d'imprimantes pour les écoles des communes du regroupement pédagogique",122,"VANLERENBERGHE Jean-Marie",62,2011,"Jean-Marie","Vanlerenberghe","H","http://www.senat.fr/senateur/vanlerenberghe_jean_marie01034p.html","http://nossenateurs.fr/jean-marie-vanlerenberghe","http://nossenateurs.fr/jean-marie-vanlerenberghe/json"
"Sivu RPI Narrosse - Candresse - Yzosse",40,16000,"La rénovation et l'extension de l'école maternelle de Narrosse",122,"CARRERE Jean-Louis",40,2011,"Jean-Louis","Carrère","H","http://www.senat.fr/senateur/carrere_jean_louis92015p.html","http://nossenateurs.fr/jean-louis-carrere","http://nossenateurs.fr/jean-louis-carrere/json"
"Sivu scolaire de la vallée de la Zinsel du Nord",57,2039,"L'installation d'un portail et d'un bac à sable au regroupement scolaire et l'acquisition de mobilier et de matériel",122,"BRICQ Nicole",77,2012,"Nicole","Bricq","F","http://www.senat.fr/senateur/bricq_nicole04053f.html","http://nossenateurs.fr/nicole-bricq","http://nossenateurs.fr/nicole-bricq/json"
"SMIROM des cantons de Bernaville, Domart-en-Ponthieu et Villers- Bocage",80,2520,"La construction de locaux techniques destinés aux véhicules et au stockage de matériel",122,"MARTIN Pierre",80,2011,"Pierre","Martin","H","http://www.senat.fr/senateur/martin_pierre95047l.html","http://nossenateurs.fr/pierre-martin","http://nossenateurs.fr/pierre-martin/json"
"SOIGNOLLES-EN-BRIE",77,20000,"L'aménagement des rues du Plaidoyer et de Champeaux",122,"BRICQ Nicole",77,2012,"Nicole","Bricq","F","http://www.senat.fr/senateur/bricq_nicole04053f.html","http://nossenateurs.fr/nicole-bricq","http://nossenateurs.fr/nicole-bricq/json"
"SOIRANS",21,10000,"L'aménagement d'une liaison douce entre le centre du village (RD 905) et le quartier de la rue du Canal-Arboretum",122,"BRICQ Nicole",77,2012,"Nicole","Bricq","F","http://www.senat.fr/senateur/bricq_nicole04053f.html","http://nossenateurs.fr/nicole-bricq","http://nossenateurs.fr/nicole-bricq/json"
"SOISY-SUR-SEINE",91,8000,"La mise en accessibilité de la mairie",122,"DASSAULT Serge",91,2011,"Serge","Dassault","H","http://www.senat.fr/senateur/dassault_serge04055h.html","http://nossenateurs.fr/serge-dassault","http://nossenateurs.fr/serge-dassault/json"
"SOISY-SUR-SEINE",91,16697,"La rénovation de l'aire de jeux des bords de Seine",122,"BETEILLE Laurent",91,2011,"Laurent","Béteille","H","http://www.senat.fr/senateur/beteille_laurent01001e.html","http://nossenateurs.fr/laurent-beteille","http://nossenateurs.fr/laurent-beteille/json"
"SOLESMES",59,30000,"L'aménagement des abords de l'école maternelle",122,"LEGENDRE Jacques",59,2010,"Jacques","Legendre","H","http://www.senat.fr/senateur/legendre_jacques92031p.html","http://nossenateurs.fr/jacques-legendre","http://nossenateurs.fr/jacques-legendre/json"
"SOLEYMIEUX",42,921,"Le remplacement du parc informatique de la mairie et de la plateforme téléphonique (2ème tranche)",122,"CUKIERMAN Cécile",42,2012,"Cécile","Cukierman","F","http://www.senat.fr/senateur/cukierman_cecile11056n.html","http://nossenateurs.fr/cecile-cukierman","http://nossenateurs.fr/cecile-cukierman/json"
"SOLEYMIEUX",42,7800,"L'acquisition d'un bâtiment à usage de local technique",122,"MARC François",29,2013,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"SOLIGNY-LES-ETANGS",10,800,"Des travaux de voirie, rues de Troyes et des Bonnets et Chaussée du Péage (programme 2012)",122,"ADNOT Philippe",10,2012,"Philippe","Adnot","H","http://www.senat.fr/senateur/adnot_philippe89017r.html","http://nossenateurs.fr/philippe-adnot","http://nossenateurs.fr/philippe-adnot/json"
"SOLOGNY",71,10000,"La construction d'un local pour les associations et la réfection du local des pompiers",122,"COURTOIS Jean-Patrick",71,2011,"Jean-Patrick","Courtois","H","http://www.senat.fr/senateur/courtois_jean_patrick95020y.html","http://nossenateurs.fr/jean-patrick-courtois","http://nossenateurs.fr/jean-patrick-courtois/json"
"SOMAIN",59,2500,"L'acquisition de défibrillateurs cardiaques automatiques pour les salles de sports et de réception",122,"TÜRK Alex",59,2012,"Alex","Türk","H","http://www.senat.fr/senateur/turk_alex92044u.html","http://nossenateurs.fr/alex-turk","http://nossenateurs.fr/alex-turk/json"
"SOMMELANS",2,956,"L'acquisition de matériel informatique pour la mairie",122,"ANDRE Pierre",2,2012,"Pierre","André","H","http://www.senat.fr/senateur/andre_pierre98036v.html","http://nossenateurs.fr/pierre-andre","http://nossenateurs.fr/pierre-andre/json"
"SOMMEREUX",60,5000,"La réhabilitation du logement communal",122,"VASSELLE Alain",60,2010,"Alain","Vasselle","H","http://www.senat.fr/senateur/vasselle_alain92045v.html","http://nossenateurs.fr/alain-vasselle","http://nossenateurs.fr/alain-vasselle/json"
"SOMMEVAL",10,275,"La réfection de la rue de la Claie, du chemin de la Limodine et du Petit Sentier",122,"ADNOT Philippe",10,2013,"Philippe","Adnot","H","http://www.senat.fr/senateur/adnot_philippe89017r.html","http://nossenateurs.fr/philippe-adnot","http://nossenateurs.fr/philippe-adnot/json"
"SONGEONS",60,40000,"L'aménagement de la zone d'activités de la rue de l'Artisanat (2ème tranche)",122,"VASSELLE Alain",60,2011,"Alain","Vasselle","H","http://www.senat.fr/senateur/vasselle_alain92045v.html","http://nossenateurs.fr/alain-vasselle","http://nossenateurs.fr/alain-vasselle/json"
"SONNAZ",73,3204,"La restructuration du chef-lieu sur le secteur Est",122,"MASSION Marc",76,2008,"Marc","Massion","H","http://www.senat.fr/senateur/massion_marc95003x.html","http://nossenateurs.fr/marc-massion","http://nossenateurs.fr/marc-massion/json"
"SONTHONNAX-LA-MONTAGNE",1,7500,"La réhabilitation d'un bâtiment en salle de motricité, garderie et cantine scolaire",122,"CARRERE Jean-Louis",40,2012,"Jean-Louis","Carrère","H","http://www.senat.fr/senateur/carrere_jean_louis92015p.html","http://nossenateurs.fr/jean-louis-carrere","http://nossenateurs.fr/jean-louis-carrere/json"
"SOPPE-LE-BAS",68,30000,"La réfection de la voirie, l'assainissement et l'aménagement des réseaux sur l'ex RN 83",122,"HAENEL Hubert",68,2010,"Hubert","Haenel","H","http://www.senat.fr/senateur/haenel_hubert86030a.html","http://nossenateurs.fr/hubert-haenel","http://nossenateurs.fr/hubert-haenel/json"
"SOREDE",66,7804,"Création d'un cadran solaire",122,"ALDUY Jean-Paul",66,2007,"Jean-Paul","Alduy","H","http://www.senat.fr/senateur/alduy_jean_paul01006k.html","http://nossenateurs.fr/jean-paul-alduy","http://nossenateurs.fr/jean-paul-alduy/json"
"SOREZE",81,9212,"L'extension et la rénovation des sanitaires du groupe scolaire",122,"PASTOR Jean-Marc",81,2011,"Jean-Marc","Pastor","H","http://www.senat.fr/senateur/pastor_jean_marc95052h.html","http://nossenateurs.fr/jean-marc-pastor","http://nossenateurs.fr/jean-marc-pastor/json"
"SORNEVILLE",54,1880,"La rénovation de la salle Saint-Martin",122,"PANIS Jacqueline",54,2011,"Jacqueline","Panis","F","http://www.senat.fr/senateur/panis_jacqueline07023m.html","http://nossenateurs.fr/jacqueline-panis","http://nossenateurs.fr/jacqueline-panis/json"
"SOS",47,6564,"La rénovation de la place Emmanuel Delbousquet, de la rue Porte du Mas et du boulevard Gambetta",122,"FRANCOIS-PONCET Jean",47,2011,"Jean","François-Poncet","H","http://www.senat.fr/senateur/francois_poncet_jean83033q.html","http://nossenateurs.fr/jean-francois-poncet","http://nossenateurs.fr/jean-francois-poncet/json"
"SOSPEL",6,4000,"L'acquisition d'une balayeuse aspiratrice",122,"HERVIAUX Odette",56,2012,"Odette","Herviaux","F","http://www.senat.fr/senateur/herviaux_odette01022k.html","http://nossenateurs.fr/odette-herviaux","http://nossenateurs.fr/odette-herviaux/json"
"SOSPEL",6,5131,"L'extension des réseaux d'eaux usées au quartier la Vasta",122,"RAOUL Daniel",49,2010,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"SOSPEL",6,15000,"L'extension du réseau d'eau potable au quartier Sainte-Madeleine",122,"GIUDICELLI Colette",6,2011,"Colette","Giudicelli","F","http://www.senat.fr/senateur/giudicelli_colette08041t.html","http://nossenateurs.fr/colette-giudicelli","http://nossenateurs.fr/colette-giudicelli/json"
"SOST",65,6000,"La réfection du mur du Maret",122,"FORTASSIN François",65,2012,"François","Fortassin","H","http://www.senat.fr/senateur/fortassin_francois01003g.html","http://nossenateurs.fr/francois-fortassin","http://nossenateurs.fr/francois-fortassin/json"
"SOUAL",81,6400,"L'embellissement et la valorisation du bourg (3ème tranche)",122,"REINER Daniel",54,2012,"Daniel","Reiner","H","http://www.senat.fr/senateur/reiner_daniel01014k.html","http://nossenateurs.fr/daniel-reiner","http://nossenateurs.fr/daniel-reiner/json"
"SOUBLECAUSE",65,2500,"La mise en place de poteaux incendie (1ère tranche)",122,"LARCHER Gérard",78,2011,"Gérard","Larcher","H","http://www.senat.fr/senateur/larcher_gerard86034e.html","http://nossenateurs.fr/gerard-larcher","http://nossenateurs.fr/gerard-larcher/json"
"SOUBREBOST",23,10000,"La restructuration des locaux de la mairie",122,"ASSOULINE David",75,2011,"David","Assouline","H","http://www.senat.fr/senateur/assouline_david04059m.html","http://nossenateurs.fr/david-assouline","http://nossenateurs.fr/david-assouline/json"
"SOUCHT",57,1349,"L'acquisition d'un abribus pour le ramassage scolaire",122,"MASSON Jean-Louis",57,2013,"Jean Louis","Masson","H","http://www.senat.fr/senateur/masson_jean_louis01060r.html","http://nossenateurs.fr/jean-louis-masson","http://nossenateurs.fr/jean-louis-masson/json"
"SOUCHT",57,3000,"L'acquisition de tableaux blancs interactifs pour l'école primaire",122,"LE MENN Jacky",35,2012,"Jacky","Le Menn","H","http://www.senat.fr/senateur/le_menn_jacky08037x.html","http://nossenateurs.fr/jacky-le-menn","http://nossenateurs.fr/jacky-le-menn/json"
"SOUCLIN",1,8000,"L'élargissement de la rue de la Bouchère",122,"REINER Daniel",54,2012,"Daniel","Reiner","H","http://www.senat.fr/senateur/reiner_daniel01014k.html","http://nossenateurs.fr/daniel-reiner","http://nossenateurs.fr/daniel-reiner/json"
"SOUEL",81,13000,"L'aménagement de la traversée du village",122,"PASTOR Jean-Marc",81,2011,"Jean-Marc","Pastor","H","http://www.senat.fr/senateur/pastor_jean_marc95052h.html","http://nossenateurs.fr/jean-marc-pastor","http://nossenateurs.fr/jean-marc-pastor/json"
"SOUESMES",41,500,"La construction d'une unité de déferrisation et de démanganisation des eaux du forage de Mousselet",122,"GOURAULT Jacqueline",41,2011,"Jacqueline","Gourault","F","http://www.senat.fr/senateur/gourault_jacqueline01007l.html","http://nossenateurs.fr/jacqueline-gourault","http://nossenateurs.fr/jacqueline-gourault/json"
"SOUFFRIGNAC",16,6000,"La mise aux normes et l'isolation de logements communaux, la réfection de menuiseries à la salle polyvalente et au local d'archives",122,"SUEUR Jean-Pierre",45,2012,"Jean-Pierre","Sueur","H","http://www.senat.fr/senateur/sueur_jean_pierre01028r.html","http://nossenateurs.fr/jean-pierre-sueur","http://nossenateurs.fr/jean-pierre-sueur/json"
"SOUGY",45,13411,"La construction d'un atelier municipal",122,"ROZIER Janine",45,2010,"Janine","Rozier","F","http://www.senat.fr/senateur/rozier_janine01029s.html","http://nossenateurs.fr/janine-rozier","http://nossenateurs.fr/janine-rozier/json"
"SOULAIRE-ET-BOURG",49,1000,"La construction d'un local commercial, place de la Découverte",122,"RAOUL Daniel",49,2013,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"SOULAIRES",28,4457,"La réfection de la toiture de l'annexe de la mairie et le remplacement du portail de la mairie et de menuiseries à la bibliothèque et à la mairie",122,"CORNU Gérard",28,2012,"Gérard","Cornu","H","http://www.senat.fr/senateur/cornu_gerard98023q.html","http://nossenateurs.fr/gerard-cornu","http://nossenateurs.fr/gerard-cornu/json"
"SOULTZBACH-LES-BAINS",68,10000,"La restauration de la chapelle Sainte-Catherine",122,"JEANNEROT Claude",25,2012,"Claude","Jeannerot","H","http://www.senat.fr/senateur/jeannerot_claude08067e.html","http://nossenateurs.fr/claude-jeannerot","http://nossenateurs.fr/claude-jeannerot/json"
"SOULVACHE",44,5585,"L'aménagement du bourg (1ère tranche)",122,"SUEUR Jean-Pierre",45,2010,"Jean-Pierre","Sueur","H","http://www.senat.fr/senateur/sueur_jean_pierre01028r.html","http://nossenateurs.fr/jean-pierre-sueur","http://nossenateurs.fr/jean-pierre-sueur/json"
"SOURAIDE",64,8000,"L'aménagement d'une micro-crèche",122,"JEANNEROT Claude",25,2012,"Claude","Jeannerot","H","http://www.senat.fr/senateur/jeannerot_claude08067e.html","http://nossenateurs.fr/claude-jeannerot","http://nossenateurs.fr/claude-jeannerot/json"
