"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","année d'octroi  de la subvention","prénom","nom","sexe","url_sénat","url_nossénateurs","url_nossénateurs_api"
"CORBERE",66,10000,"La construction d'une nouvelle mairie",122,"ALDUY Jean-Paul",66,2011,"Jean-Paul","Alduy","H","http://www.senat.fr/senateur/alduy_jean_paul01006k.html","http://nossenateurs.fr/jean-paul-alduy","http://nossenateurs.fr/jean-paul-alduy/json"
"CORCELLES-LES-CITEAUX",21,10369,"L'installation d'un éclairage du terrain de football",122,"HERVIAUX Odette",56,2011,"Odette","Herviaux","F","http://www.senat.fr/senateur/herviaux_odette01022k.html","http://nossenateurs.fr/odette-herviaux","http://nossenateurs.fr/odette-herviaux/json"
"CORCONNE",30,2311,"Travaux d'isolation, d'étanchéité et de traitement des bois dans le bâtiment de la mairie",122,"FOURNIER Jean-Paul",30,2011,"Jean-Paul","Fournier","H","http://www.senat.fr/senateur/fournier_jean_paul08065c.html","http://nossenateurs.fr/jean-paul-fournier","http://nossenateurs.fr/jean-paul-fournier/json"
"CORCONNE",30,5000,"La pose d'horloges astronomiques et de variateurs de basse tension sur les postes d'éclairage public",122,"CARTRON Françoise",33,2012,"Françoise","Cartron","F","http://www.senat.fr/senateur/cartron_francoise08024s.html","http://nossenateurs.fr/francoise-cartron","http://nossenateurs.fr/francoise-cartron/json"
"CORDES-SUR-CIEL",81,13889,"La restauration des murs et des remparts et l'aménagement de la voirie (programme 2012)",122,"RAOUL Daniel",49,2012,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"COREN",15,5924,"La construction d'une station d'épuration",122,"JARLIER Pierre",15,2011,"Pierre","Jarlier","H","http://www.senat.fr/senateur/jarlier_pierre98027u.html","http://nossenateurs.fr/pierre-jarlier","http://nossenateurs.fr/pierre-jarlier/json"
"CORENT",63,4557,"La construction d'un ensemble immobilier composé d'une école, d'un espace culturel et d'une mairie",122,"ANDRE Michèle",63,2010,"Michèle","André","F","http://www.senat.fr/senateur/andre_michele01031l.html","http://nossenateurs.fr/michele-andre","http://nossenateurs.fr/michele-andre/json"
"CORGENGOUX",21,800,"La restauration de registres d'état civil",122,"HOUPERT Alain",21,2012,"Alain","Houpert","H","http://www.senat.fr/senateur/houpert_alain08069g.html","http://nossenateurs.fr/alain-houpert","http://nossenateurs.fr/alain-houpert/json"
"CORGNAC-SUR-L'ISLE",24,3000,"La couverture des tribunes du stade",122,"RAOUL Daniel",49,2012,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"CORMAINVILLE",28,5000,"Le remplacement de lampadaires pour l'éclairage public",122,"de MONTGOLFIER Albéric",28,2013,"Albéric de","Montgolfier","H","http://www.senat.fr/senateur/de_montgolfier_alberic08011m.html","http://nossenateurs.fr/alberic-de-montgolfier","http://nossenateurs.fr/alberic-de-montgolfier/json"
"CORMATIN",71,10650,"La construction d'une nouvelle école",122,"EMORINE Jean-Paul",71,2010,"Jean-Paul","Emorine","H","http://www.senat.fr/senateur/emorine_jean_paul95030b.html","http://nossenateurs.fr/jean-paul-emorine","http://nossenateurs.fr/jean-paul-emorine/json"
"CORMEILLES",27,1600,"L'acquisition d'un tableau blanc interactif pour l'école Albert de Demangeon",122,"MAUREY Hervé",27,2011,"Hervé","Maurey","H","http://www.senat.fr/senateur/maurey_herve08009t.html","http://nossenateurs.fr/herve-maurey","http://nossenateurs.fr/herve-maurey/json"
"CORMEILLES-EN-PARISIS",95,11604,"La création de nouveaux vitraux sur le thème du ""Buisson ardent ""et de ""l'Arbre de Jessé"" à l'église Saint-Martin",122,"PORTELLI Hugues",95,2012,"Hugues","Portelli","H","http://www.senat.fr/senateur/portelli_hugues04074l.html","http://nossenateurs.fr/hugues-portelli","http://nossenateurs.fr/hugues-portelli/json"
"CORMEILLES-EN-VEXIN",95,9788,"La réfection de la cour de l'école",122,"PORTELLI Hugues",95,2013,"Hugues","Portelli","H","http://www.senat.fr/senateur/portelli_hugues04074l.html","http://nossenateurs.fr/hugues-portelli","http://nossenateurs.fr/hugues-portelli/json"
"CORNEILLA-DE-CONFLENT",66,1956,"Le traitement anti-termites des boiseries de l'église Sainte-Marie",122,"BLANC Paul",66,2008,"Paul","Blanc","H","http://www.senat.fr/senateur/blanc_paul92011k.html","http://nossenateurs.fr/paul-blanc","http://nossenateurs.fr/paul-blanc/json"
"CORNEUIL",27,2000,"L'installation d'un abri-bus",122,"MAUREY Hervé",27,2012,"Hervé","Maurey","H","http://www.senat.fr/senateur/maurey_herve08009t.html","http://nossenateurs.fr/herve-maurey","http://nossenateurs.fr/herve-maurey/json"
"CORNEVILLE-LA-FOUQUETIERE 27 - Eure","",2000,"Le remplacement du vitrail ""Sainte-Anne"" de la baie n°5 de l'église",122,"MAUREY Hervé",27,2012,"Hervé","Maurey","H","http://www.senat.fr/senateur/maurey_herve08009t.html","http://nossenateurs.fr/herve-maurey","http://nossenateurs.fr/herve-maurey/json"
"CORNILLE-LES-CAVES",49,7293,"Le réaménagement et la mise aux normes du restaurant ""Au Cornillé""",122,"RAOUL Daniel",49,2012,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"CORNILLON",30,4500,"La réhabilitation et la mise aux normes du stade",122,"SUTOUR Simon",30,2010,"Simon","Sutour","H","http://www.senat.fr/senateur/sutour_simon98035u.html","http://nossenateurs.fr/simon-sutour","http://nossenateurs.fr/simon-sutour/json"
"CORNOT",70,1182,"L'acquisition d'un logiciel, de matériel pour la salle des fêtes et d'équipements pour le tracteur",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"CORON",49,8000,"L'aménagement d'une bibliothèque dans le bâtiment annexe de la mairie",122,"DEROCHE Catherine",49,2012,"Catherine","Deroche","F","http://www.senat.fr/senateur/deroche_catherine10006l.html","http://nossenateurs.fr/catherine-deroche","http://nossenateurs.fr/catherine-deroche/json"
"CORRENCON-EN-VERCORS",38,8987,"La réhabilitation du bâtiment communal ""Les Hauts Plateaux"" et la rénovation de la salle de réunion de la mairie",122,"FAURE Jean",38,2009,"Jean","Faure","H","http://www.senat.fr/senateur/faure_jean83031n.html","http://nossenateurs.fr/jean-faure","http://nossenateurs.fr/jean-faure/json"
"CORVEISSIAT",1,918,"L'acquisition d'un défibrillateur cardiaque automatique",122,"GOY-CHAVENT Sylvie",1,2012,"Sylvie","Goy-Chavent","F","http://www.senat.fr/senateur/goy_chavent_sylvie08056b.html","http://nossenateurs.fr/sylvie-goy-chavent","http://nossenateurs.fr/sylvie-goy-chavent/json"
"COSSE-LE-VIVIEN",53,73850,"La construction d'une salle de sports",122,"ARTHUIS Jean",53,2010,"Jean","Arthuis","H","http://www.senat.fr/senateur/arthuis_jean83011j.html","http://nossenateurs.fr/jean-arthuis","http://nossenateurs.fr/jean-arthuis/json"
"COTTUN",14,2597,"L'effacement des réseaux au quartier de l'église",122,"DUPONT Jean-Léonce",14,2010,"Jean-Léonce","Dupont","H","http://www.senat.fr/senateur/dupont_jean_leonce98042t.html","http://nossenateurs.fr/jean-leonce-dupont","http://nossenateurs.fr/jean-leonce-dupont/json"
"COUBERT",77,10000,"L'aménagement d'une aire de jeux",122,"MELOT Colette",77,2011,"Colette","Mélot","F","http://www.senat.fr/senateur/melot_colette04057k.html","http://nossenateurs.fr/colette-melot","http://nossenateurs.fr/colette-melot/json"
"COUBLUCQ",64,2654,"La construction d'une salle communale",122,"CAZALET Auguste",64,2008,"Auguste","Cazalet","H","http://www.senat.fr/senateur/cazalet_auguste83021l.html","http://nossenateurs.fr/auguste-cazalet","http://nossenateurs.fr/auguste-cazalet/json"
"COUBRON",93,24829,"La construction d'un logement pour le gardien au stade Rousseau",122,"DALLIER Philippe",93,2010,"Philippe","Dallier","H","http://www.senat.fr/senateur/dallier_philippe04086q.html","http://nossenateurs.fr/philippe-dallier","http://nossenateurs.fr/philippe-dallier/json"
"COUDRAY-SAINT-GERMER",60,4325,"Travaux de sécurisation du cimetière",122,"MARINI Philippe",60,2011,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"COUDRECEAU",28,5000,"La restructuration de la mairie et de la bibliothèque",122,"BILLARD Joël",28,2012,"Joël","Billard","H","http://www.senat.fr/senateur/billard_joel01064v.html","http://nossenateurs.fr/joel-billard","http://nossenateurs.fr/joel-billard/json"
"COUDRES",27,393,"Des travaux d'éclairage public, rue du Moulin",122,"PONIATOWSKI Ladislas",27,2012,"Ladislas","Poniatowski","H","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html","http://nossenateurs.fr/ladislas-poniatowski","http://nossenateurs.fr/ladislas-poniatowski/json"
"COUDRES",27,500,"Des travaux d'éclairage public à Osmoy",122,"PONIATOWSKI Ladislas",27,2012,"Ladislas","Poniatowski","H","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html","http://nossenateurs.fr/ladislas-poniatowski","http://nossenateurs.fr/ladislas-poniatowski/json"
"COUFLENS",9,2000,"L'acquisition de défibrillateurs cardiaques",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"COUIZA",11,23300,"La mise en sécurité de la traversée du village et la régulation du stationnement",122,"CARTRON Françoise",33,2012,"Françoise","Cartron","F","http://www.senat.fr/senateur/cartron_francoise08024s.html","http://nossenateurs.fr/francoise-cartron","http://nossenateurs.fr/francoise-cartron/json"
"COULANDON",3,5000,"La construction d'un local d'accueil dans le cadre de l'aménagement du bourg",122,"SCHURCH Mireille",3,2011,"Mireille","Schurch","F","http://www.senat.fr/senateur/schurch_mireille08054y.html","http://nossenateurs.fr/mireille-schurch","http://nossenateurs.fr/mireille-schurch/json"
"COULIMER",61,15000,"L'aménagement sécuritaire du bourg",122,"GOULET Nathalie",61,2013,"Nathalie","Goulet","F","http://www.senat.fr/senateur/goulet_nathalie07004j.html","http://nossenateurs.fr/nathalie-goulet","http://nossenateurs.fr/nathalie-goulet/json"
"COULMER",61,176,"L'aménagement d'un parking desservant la mairie et l'église",122,"GOULET Nathalie",61,2011,"Nathalie","Goulet","F","http://www.senat.fr/senateur/goulet_nathalie07004j.html","http://nossenateurs.fr/nathalie-goulet","http://nossenateurs.fr/nathalie-goulet/json"
"COULOMBIERS",72,6978,"L'édification d'un columbarium et l'aménagement d'un jardin du souvenir",122,"du LUART Roland",72,2013,"Roland du","Luart","H","http://www.senat.fr/senateur/du_luart_roland77043e.html","http://nossenateurs.fr/roland-du-luart","http://nossenateurs.fr/roland-du-luart/json"
"COULONCES",14,1095,"L'aménagement d'un passage surélevé, rue des Ecoliers",122,"DUPONT Jean-Léonce",14,2012,"Jean-Léonce","Dupont","H","http://www.senat.fr/senateur/dupont_jean_leonce98042t.html","http://nossenateurs.fr/jean-leonce-dupont","http://nossenateurs.fr/jean-leonce-dupont/json"
"COULOUME-MONDEBAT",32,1500,"La réfection de la toiture de la mairie",122,"VALL Raymond",32,2011,"Raymond","Vall","H","http://www.senat.fr/senateur/vall_raymond08049c.html","http://nossenateurs.fr/raymond-vall","http://nossenateurs.fr/raymond-vall/json"
"COUME",57,1500,"L'installation d'un chauffage électrique dans le bâtiment de la salle socio-culturelle",122,"LE MENN Jacky",35,2013,"Jacky","Le Menn","H","http://www.senat.fr/senateur/le_menn_jacky08037x.html","http://nossenateurs.fr/jacky-le-menn","http://nossenateurs.fr/jacky-le-menn/json"
"COUPELLE-VIEILLE",62,5000,"La réfection de la façade du bâtiment scolaire",122,"LE MENN Jacky",35,2013,"Jacky","Le Menn","H","http://www.senat.fr/senateur/le_menn_jacky08037x.html","http://nossenateurs.fr/jacky-le-menn","http://nossenateurs.fr/jacky-le-menn/json"
"COURBEPINE",27,814,"Des travaux d'éclairage public, route des Chesnots dite ""route du Stade""",122,"PONIATOWSKI Ladislas",27,2012,"Ladislas","Poniatowski","H","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html","http://nossenateurs.fr/ladislas-poniatowski","http://nossenateurs.fr/ladislas-poniatowski/json"
"COURCAIS",3,1250,"L'édification d'un columbarium",122,"SCHURCH Mireille",3,2012,"Mireille","Schurch","F","http://www.senat.fr/senateur/schurch_mireille08054y.html","http://nossenateurs.fr/mireille-schurch","http://nossenateurs.fr/mireille-schurch/json"
"COURCELLES",45,300,"Le réaménagement et la rénovation des locaux de la mairie",122,"SUEUR Jean-Pierre",45,2012,"Jean-Pierre","Sueur","H","http://www.senat.fr/senateur/sueur_jean_pierre01028r.html","http://nossenateurs.fr/jean-pierre-sueur","http://nossenateurs.fr/jean-pierre-sueur/json"
"COURCELLES",45,500,"La réfection du logement communal",122,"CARDOUX Jean-Noël",45,2012,"Jean-Noël","Cardoux","H","http://www.senat.fr/senateur/cardoux_jean_noel11103c.html","http://nossenateurs.fr/jean-noel-cardoux","http://nossenateurs.fr/jean-noel-cardoux/json"
"COURCELLES-CHAUSSY",57,8000,"L'acquisition d'un silo à sel",122,"TODESCHINI Jean-Marc",57,2011,"Jean-Marc","Todeschini","H","http://www.senat.fr/senateur/todeschini_jean_marc01062t.html","http://nossenateurs.fr/jean-marc-todeschini","http://nossenateurs.fr/jean-marc-todeschini/json"
"COURCELLES-EPAYELLES",60,20000,"La mise en accessibilité de la mairie et la réfection des façades",122,"LARCHER Gérard",78,2011,"Gérard","Larcher","H","http://www.senat.fr/senateur/larcher_gerard86034e.html","http://nossenateurs.fr/gerard-larcher","http://nossenateurs.fr/gerard-larcher/json"
"COURCELLES-LES-GISORS",60,2500,"La construction d'un local de stockage pour le centre de loisirs",122,"MARINI Philippe",60,2011,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"COURCELLES-LES-GISORS",60,4481,"L'aménagement de bordures et de caniveaux, allée des Bois et hameau de Mauréaumont",122,"MARINI Philippe",60,2012,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"COURCELLES-SUR-NIED",57,1461,"L'acquisition d'une clôture pare-ballons pour le terrain de football",122,"MASSON Jean-Louis",57,2013,"Jean Louis","Masson","H","http://www.senat.fr/senateur/masson_jean_louis01060r.html","http://nossenateurs.fr/jean-louis-masson","http://nossenateurs.fr/jean-louis-masson/json"
"COURCELLES-SUR-SEINE",27,3000,"L'installation d'une aire de jeux au groupe scolaire élémentaire",122,"MAUREY Hervé",27,2012,"Hervé","Maurey","H","http://www.senat.fr/senateur/maurey_herve08009t.html","http://nossenateurs.fr/herve-maurey","http://nossenateurs.fr/herve-maurey/json"
"COURCELLES-SUR-VIOSNE",95,1430,"L'acquisition de matériel sportif pour la salle polyvalente",122,"ASSOULINE David",75,2012,"David","Assouline","H","http://www.senat.fr/senateur/assouline_david04059m.html","http://nossenateurs.fr/david-assouline","http://nossenateurs.fr/david-assouline/json"
"COURCELLES-SUR-VOIRE",10,3325,"La réfection du chemin de l'Eglise",122,"GAILLARD Yann",10,2011,"Yann","Gaillard","H","http://www.senat.fr/senateur/gaillard_yann94003t.html","http://nossenateurs.fr/yann-gaillard","http://nossenateurs.fr/yann-gaillard/json"
"COURCOURONNES",91,10232,"La réfection des sols et des peintures de l'école élémentaire Jacques Brel",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"COUR-ET-BUIS",38,10000,"La construction de vestiaires de football, d'un local de rangement et de sanitaires accessibles aux personnes à mobilité réduite en extension de la salle Franck Ballerand",122,"SAUGEY Bernard",38,2012,"Bernard","Saugey","H","http://www.senat.fr/senateur/saugey_bernard01019q.html","http://nossenateurs.fr/bernard-saugey","http://nossenateurs.fr/bernard-saugey/json"
"COURLON",21,2392,"La réfection de la rue du Châtelet",122,"HOUPERT Alain",21,2011,"Alain","Houpert","H","http://www.senat.fr/senateur/houpert_alain08069g.html","http://nossenateurs.fr/alain-houpert","http://nossenateurs.fr/alain-houpert/json"
"COURMANGOUX",1,864,"L'acquisition d'un défibrillateur cardiaque semi- automatique et d'une armoire murale",122,"GOY-CHAVENT Sylvie",1,2012,"Sylvie","Goy-Chavent","F","http://www.senat.fr/senateur/goy_chavent_sylvie08056b.html","http://nossenateurs.fr/sylvie-goy-chavent","http://nossenateurs.fr/sylvie-goy-chavent/json"
"COURMEMIN",41,2902,"Le remplacement des gouttières de la mairie et la réfection de la façade de l'école, côté cour",122,"GOURAULT Jacqueline",41,2011,"Jacqueline","Gourault","F","http://www.senat.fr/senateur/gourault_jacqueline01007l.html","http://nossenateurs.fr/jacqueline-gourault","http://nossenateurs.fr/jacqueline-gourault/json"
"COURMONT",70,6000,"La réhabilitation de l'ancienne mairie en logement locatif",122,"KRATTINGER Yves",70,2010,"Yves","Krattinger","H","http://www.senat.fr/senateur/krattinger_yves03001n.html","http://nossenateurs.fr/yves-krattinger","http://nossenateurs.fr/yves-krattinger/json"
"COURRIS",81,12000,"L'extension de la mairie et la construction d'une salle multi-activités",122,"PASTOR Jean-Marc",81,2010,"Jean-Marc","Pastor","H","http://www.senat.fr/senateur/pastor_jean_marc95052h.html","http://nossenateurs.fr/jean-marc-pastor","http://nossenateurs.fr/jean-marc-pastor/json"
"COURSAC",24,2332,"La construction d'une salle de sports (phases 1 et 2)",122,"ASSOULINE David",75,2011,"David","Assouline","H","http://www.senat.fr/senateur/assouline_david04059m.html","http://nossenateurs.fr/david-assouline","http://nossenateurs.fr/david-assouline/json"
"COURS-DE-MONSEGUR",33,5000,"La réfection de la cour de l'école maternelle",122,"MICHEL Jean-Pierre",70,2013,"Jean-Pierre","Michel","H","http://www.senat.fr/senateur/michel_jean_pierre04084n.html","http://nossenateurs.fr/jean-pierre-michel","http://nossenateurs.fr/jean-pierre-michel/json"
"COURSET",62,15000,"La réfection de la route des Trois Hameaux",122,"SERGENT Michel",62,2011,"Michel","Sergent","H","http://www.senat.fr/senateur/sergent_michel92043t.html","http://nossenateurs.fr/michel-sergent","http://nossenateurs.fr/michel-sergent/json"
"COURTEMPIERRE",45,5949,"La mise en place d'une défense incendie",122,"SUEUR Jean-Pierre",45,2012,"Jean-Pierre","Sueur","H","http://www.senat.fr/senateur/sueur_jean_pierre01028r.html","http://nossenateurs.fr/jean-pierre-sueur","http://nossenateurs.fr/jean-pierre-sueur/json"
"COURTIVRON",21,500,"La restauration du monument aux morts",122,"REBSAMEN François",21,2012,"François","Rebsamen","H","http://www.senat.fr/senateur/rebsamen_francois08070y.html","http://nossenateurs.fr/francois-rebsamen","http://nossenateurs.fr/francois-rebsamen/json"
"COURTIVRON",21,2000,"Des travaux de sécurisation le long de la RD 901 et la pose de radars pédagogiques (3ème tranche)",122,"HOUPERT Alain",21,2012,"Alain","Houpert","H","http://www.senat.fr/senateur/houpert_alain08069g.html","http://nossenateurs.fr/alain-houpert","http://nossenateurs.fr/alain-houpert/json"
"COURVAUDON",14,4176,"La réfection et l'isolation de l'ancienne école (4ème tranche)",122,"GARREC René",14,2012,"René","Garrec","H","http://www.senat.fr/senateur/garrec_rene98041s.html","http://nossenateurs.fr/rene-garrec","http://nossenateurs.fr/rene-garrec/json"
"COUSANCES-LES-TRICONVILLE 55 - Meuse","",10000,"La réhabilitation du logement du presbytère",122,"LONGUET Gérard",55,2011,"Gérard","Longuet","H","http://www.senat.fr/senateur/longuet_gerard01048v.html","http://nossenateurs.fr/gerard-longuet","http://nossenateurs.fr/gerard-longuet/json"
"COUSSEGREY",10,400,"L'aménagement de la voirie et l'assainissement des eaux pluviales, Grande Rue et route de Prusy (tranches ferme et conditionnelle)",122,"ADNOT Philippe",10,2013,"Philippe","Adnot","H","http://www.senat.fr/senateur/adnot_philippe89017r.html","http://nossenateurs.fr/philippe-adnot","http://nossenateurs.fr/philippe-adnot/json"
"COUSTOUGES",66,3995,"La mise en accessibilité des sanitaires publics et de la mairie et le réaménagement du gîte communal",122,"ALDUY Jean-Paul",66,2011,"Jean-Paul","Alduy","H","http://www.senat.fr/senateur/alduy_jean_paul01006k.html","http://nossenateurs.fr/jean-paul-alduy","http://nossenateurs.fr/jean-paul-alduy/json"
"COUTICHES",59,4000,"La construction d'une école (1ère tranche)",122,"LEGENDRE Jacques",59,2010,"Jacques","Legendre","H","http://www.senat.fr/senateur/legendre_jacques92031p.html","http://nossenateurs.fr/jacques-legendre","http://nossenateurs.fr/jacques-legendre/json"
"COUTURES-SUR-DROT",33,8897,"La restauration de l'église (programme 2012)",122,"PINTAT Xavier",33,2012,"Xavier","Pintat","H","http://www.senat.fr/senateur/pintat_xavier98021n.html","http://nossenateurs.fr/xavier-pintat","http://nossenateurs.fr/xavier-pintat/json"
"COUVIGNON",10,7000,"La réhabilitation des logements de l'ancien presbytère",122,"GAILLARD Yann",10,2011,"Yann","Gaillard","H","http://www.senat.fr/senateur/gaillard_yann94003t.html","http://nossenateurs.fr/yann-gaillard","http://nossenateurs.fr/yann-gaillard/json"
"COUY",18,4500,"La réfection du mur d'enceinte de l'école, côté église et la pose de grilles neuves",122,"POINTEREAU Rémy",18,2012,"Rémy","Pointereau","H","http://www.senat.fr/senateur/pointereau_remy05012a.html","http://nossenateurs.fr/remy-pointereau","http://nossenateurs.fr/remy-pointereau/json"
"COYE-LA-FORET",60,13017,"La construction d'un complexe sportif comprenant une salle de judo-danse et un tennis couvert",122,"MARINI Philippe",60,2011,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"COZZANO","2A",1000,"L'installation d'une chaufferie biomasse pour alimenter les bâtiments communaux",122,"ALFONSI Nicolas","2A",2013,"Nicolas","Alfonsi","H","http://www.senat.fr/senateur/alfonsi_nicolas01065w.html","http://nossenateurs.fr/nicolas-alfonsi","http://nossenateurs.fr/nicolas-alfonsi/json"
"COZZANO","2A",12932,"La restauration de la toiture et des décors peints de l'église paroissiale",122,"ALFONSI Nicolas","2A",2012,"Nicolas","Alfonsi","H","http://www.senat.fr/senateur/alfonsi_nicolas01065w.html","http://nossenateurs.fr/nicolas-alfonsi","http://nossenateurs.fr/nicolas-alfonsi/json"
"CRASVILLE",27,1600,"L'éclairage du parking de la salle communale",122,"PONIATOWSKI Ladislas",27,2013,"Ladislas","Poniatowski","H","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html","http://nossenateurs.fr/ladislas-poniatowski","http://nossenateurs.fr/ladislas-poniatowski/json"
"CRAVANCHE",90,7185,"L'extension de l'école primaire et la création d'un restaurant scolaire (2ème tranche)",122,"CHEVENEMENT Jean-Pierre",90,2009,"Jean-Pierre","Chevènement","H","http://www.senat.fr/senateur/chevenement_jean_pierre02053w.html","http://nossenateurs.fr/jean-pierre-chevenement","http://nossenateurs.fr/jean-pierre-chevenement/json"
"CRAVENT",78,13098,"La mise aux normes de la halle de la salle des fêtes",122,"BRAYE Dominique",78,2011,"Dominique","Braye","H","http://www.senat.fr/senateur/braye_dominique95013a.html","http://nossenateurs.fr/dominique-braye","http://nossenateurs.fr/dominique-braye/json"
"CRAYSSAC",46,9964,"La réhabilitation du 1er étage de l'ancienne mairie",122,"ANDRE Michèle",63,2013,"Michèle","André","F","http://www.senat.fr/senateur/andre_michele01031l.html","http://nossenateurs.fr/michele-andre","http://nossenateurs.fr/michele-andre/json"
"CREANCES",50,8178,"L'aménagement d'un espace intergénérationnel",122,"LE GRAND Jean-François",50,2010,"Jean-François","Le Grand","H","http://www.senat.fr/senateur/le_grand_jean_francois82002d.html","http://nossenateurs.fr/jean-francois-le-grand","http://nossenateurs.fr/jean-francois-le-grand/json"
"CRECEY-SUR-TILLE",21,7458,"La réfection du mur du cimetière",122,"REBSAMEN François",21,2013,"François","Rebsamen","H","http://www.senat.fr/senateur/rebsamen_francois08070y.html","http://nossenateurs.fr/francois-rebsamen","http://nossenateurs.fr/francois-rebsamen/json"
"CRECY-LA-CHAPELLE",77,750,"L'acquisition d'une huile sur toile intitulée ""Les Saules à Crécy-en-Brie""",122,"HOUEL Michel",77,2012,"Michel","Houel","H","http://www.senat.fr/senateur/houel_michel04048j.html","http://nossenateurs.fr/michel-houel","http://nossenateurs.fr/michel-houel/json"
"CRECY-LA-CHAPELLE",77,2700,"L'acquisition de matériel informatique pour le groupe scolaire ""L'Eau Vive""",122,"HOUEL Michel",77,2012,"Michel","Houel","H","http://www.senat.fr/senateur/houel_michel04048j.html","http://nossenateurs.fr/michel-houel","http://nossenateurs.fr/michel-houel/json"
"CRECY-LA-CHAPELLE",77,4677,"La réfection de la toiture de la tourelle, à la Collégiale",122,"HOUEL Michel",77,2011,"Michel","Houel","H","http://www.senat.fr/senateur/houel_michel04048j.html","http://nossenateurs.fr/michel-houel","http://nossenateurs.fr/michel-houel/json"
"CREGY-LES-MEAUX",77,23695,"La réfection des parties Nord et Sud de la tour des Carmes",122,"BRICQ Nicole",77,2009,"Nicole","Bricq","F","http://www.senat.fr/senateur/bricq_nicole04053f.html","http://nossenateurs.fr/nicole-bricq","http://nossenateurs.fr/nicole-bricq/json"
"CREGY-LES-MEAUX",77,34797,"L'installation de réseaux d'eau potable, de télécommunications, de fibre optique et d'éclairage public, rue de la Fontaine Sarrazin",122,"BRICQ Nicole",77,2012,"Nicole","Bricq","F","http://www.senat.fr/senateur/bricq_nicole04053f.html","http://nossenateurs.fr/nicole-bricq","http://nossenateurs.fr/nicole-bricq/json"
"CREON",33,11500,"La construction d'un court de tennis couvert",122,"CARTRON Françoise",33,2010,"Françoise","Cartron","F","http://www.senat.fr/senateur/cartron_francoise08024s.html","http://nossenateurs.fr/francoise-cartron","http://nossenateurs.fr/francoise-cartron/json"
"CREPY",2,5767,"L'acquisition de matériel d'entretien des espaces verts",122,"LEFEVRE Antoine",2,2013,"Antoine","Lefèvre","H","http://www.senat.fr/senateur/lefevre_antoine08010l.html","http://nossenateurs.fr/antoine-lefevre","http://nossenateurs.fr/antoine-lefevre/json"
"CREQUY",62,4500,"La réfection de la toiture de la salle des fêtes",122,"LE MENN Jacky",35,2012,"Jacky","Le Menn","H","http://www.senat.fr/senateur/le_menn_jacky08037x.html","http://nossenateurs.fr/jacky-le-menn","http://nossenateurs.fr/jacky-le-menn/json"
"CRESANTIGNES",10,3918,"La construction d'une salle socio-culturelle",122,"ADNOT Philippe",10,2011,"Philippe","Adnot","H","http://www.senat.fr/senateur/adnot_philippe89017r.html","http://nossenateurs.fr/philippe-adnot","http://nossenateurs.fr/philippe-adnot/json"
"CRESPY-LE-NEUF",10,250,"L'enfouissement de réseaux, le renforcement de l'éclairage public et l'aménagement des installations de communication électronique",122,"ADNOT Philippe",10,2010,"Philippe","Adnot","H","http://www.senat.fr/senateur/adnot_philippe89017r.html","http://nossenateurs.fr/philippe-adnot","http://nossenateurs.fr/philippe-adnot/json"
"CRESSY",76,2889,"La restauration de la toiture de l'église",122,"MORIN-DESAILLY Catherine",76,2011,"Catherine","Morin-Desailly","F","http://www.senat.fr/senateur/morin_desailly_catherine04070g.html","http://nossenateurs.fr/catherine-morin-desailly","http://nossenateurs.fr/catherine-morin-desailly/json"
