"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","mandat attributeur","année d'octroi de la subvention","prénom","nom","sexe","groupe","url_institution","url_nosparlementaires","url_nosparlementaires_api"
"Tour Valromey Organisation","",1000,"NC",219,"ABAD Damien",1,"Député","","Damien","Abad","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605036.asp","http://www.nosdeputes.fr/damien-abad","http://www.nosdeputes.fr/damien-abad/xml"
"Tourcoing Football Club","",10000,"NC",219,"DARMANIN Gérald",59,"Député","","Gérald","Darmanin","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/607846.asp","http://www.nosdeputes.fr/gerald-darmanin","http://www.nosdeputes.fr/gerald-darmanin/xml"
"Tourcoing Loisirs Seniors","",1000,"Fonctionnement",157,"DARMANIN Gérald",59,"Député","","Gérald","Darmanin","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/607846.asp","http://www.nosdeputes.fr/gerald-darmanin","http://www.nosdeputes.fr/gerald-darmanin/xml"
"Tournesol","",5000,"Fonctionnement",157,"GIBBES Daniel",977,"Député","","Daniel","Gibbes","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610830.asp","http://www.nosdeputes.fr/daniel-gibbes","http://www.nosdeputes.fr/daniel-gibbes/xml"
"TOURNOIS SANS FRONTIERES","",1000,"NC",219,"FORT Marie-Louise",89,"Député","","Marie-Louise","Fort","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/336576.asp","http://www.nosdeputes.fr/marie-louise-fort","http://www.nosdeputes.fr/marie-louise-fort/xml"
"Tous Branchés.com","",1000,"Fonctionnement",224,"ZIMMERMANN Marie-Jo",57,"Député","","Marie-Jo","Zimmermann","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2971.asp","http://www.nosdeputes.fr/marie-jo-zimmermann","http://www.nosdeputes.fr/marie-jo-zimmermann/xml"
"Tous ensemble","",1500,"Aide au Fonctionnement",177,"CHASSAIGNE André",63,"Député","","André","Chassaigne","H","GDR","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267306.asp","http://www.nosdeputes.fr/andre-chassaigne","http://www.nosdeputes.fr/andre-chassaigne/xml"
"Tous ensemble oeuvrons avec les personnes handicapées","",5000,"Fonctionnement",157,"MARÉCHAL-LE PEN Marion",84,"Député","","Marion","Maréchal-Le Pen","F","NI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609709.asp","http://www.nosdeputes.fr/marion-marechal-le-pen","http://www.nosdeputes.fr/marion-marechal-le-pen/xml"
"Tout Un Monde de Convivialité de Ludisme d’Animation et de Solidarité Sans télé (T.U.M.C.L.A.S.S.T )","",10000,"Création d'une bouginerie, laverie, salon de thé associative.",224,"BACHELAY Alexis",92,"Député","","Alexis","Bachelay","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610066.asp","http://www.nosdeputes.fr/alexis-bachelay","http://www.nosdeputes.fr/alexis-bachelay/xml"
"Toutes Associations Montréal la Cluse","",1000,"fonctionnement",163,"ABAD Damien",1,"Député","","Damien","Abad","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605036.asp","http://www.nosdeputes.fr/damien-abad","http://www.nosdeputes.fr/damien-abad/xml"
"Traditions Culturelles en Provence","",1000,"Fonctionnement",224,"COUVE Jean-Michel",83,"Député","","Jean-Michel","Couve","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/951.asp","http://www.nosdeputes.fr/jean-michel-couve","http://www.nosdeputes.fr/jean-michel-couve/xml"
"Trail du Tétra-Lyre","",1000,"11ème édition du trail",224,"BATTISTEL Marie-Noëlle",38,"Député","","Marie-Noëlle","Battistel","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/342415.asp","http://www.nosdeputes.fr/marie-noelle-battistel","http://www.nosdeputes.fr/marie-noelle-battistel/xml"
"Trait d'Union Cauffry","",1000,"fonctionnement",163,"COURTIAL Edouard",60,"Député","","Édouard","Courtial","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267743.asp","http://www.nosdeputes.fr/edouard-courtial","http://www.nosdeputes.fr/edouard-courtial/xml"
"Trajet","",10760,"Promouvoir et réaliser missions d'assistance pour personnes en difficulté",304,"de RUGY François",44,"Député","","François de","Rugy","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/332747.asp","http://www.nosdeputes.fr/francois-de-rugy","http://www.nosdeputes.fr/francois-de-rugy/xml"
"Transhumance et traditions","",3000,"Pour l'achat de costumes d'époque/ perpetue les traditions locales",224,"ZUMKELLER Michel",90,"Député","","Michel","Zumkeller","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267330.asp","http://www.nosdeputes.fr/michel-zumkeller","http://www.nosdeputes.fr/michel-zumkeller/xml"
"Trastaroots","",3000,"Projet « Musiques actuelles amplifiées Diff'Art 2013 »",224,"DRAPEAU Jean-Luc",79,"Député","","Jean-Luc","Drapeau","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/345994.asp","http://www.nosdeputes.fr/jean-luc-drapeau","http://www.nosdeputes.fr/jean-luc-drapeau/xml"
"Tréteaux tremplin d'art","",2500,"Créer, produire et diffuser des spectacles théâtraux",224,"CAVARD Christophe",30,"Député","","Christophe","Cavard","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606258.asp","http://www.nosdeputes.fr/christophe-cavard","http://www.nosdeputes.fr/christophe-cavard/xml"
"Triathlon Amberieu","",1000,"NC",219,"ABAD Damien",1,"Député","","Damien","Abad","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605036.asp","http://www.nosdeputes.fr/damien-abad","http://www.nosdeputes.fr/damien-abad/xml"
"Triathlon club","",3000,"NC",219,"MASSONNEAU Véronique",86,"Député","","Véronique","Massonneau","F","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609816.asp","http://www.nosdeputes.fr/veronique-massonneau","http://www.nosdeputes.fr/veronique-massonneau/xml"
"Trieux 63","",3000,"Commémoration évènement de 1963",224,"ECKERT Christian",54,"Député","","Christian","Eckert","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1243.asp","http://www.nosdeputes.fr/christian-eckert","http://www.nosdeputes.fr/christian-eckert/xml"
"Trisomie 21 Loire","",3000,"Fonctionnement",157,"SALEN Paul",42,"Député","","Paul","Salen","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2664.asp","http://www.nosdeputes.fr/paul-salen","http://www.nosdeputes.fr/paul-salen/xml"
"Trisomie 21 Rhône","",1000,"Fonctionnement",157,"GUILLOTEAU Christophe",69,"Député","","Christophe","Guilloteau","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267499.asp","http://www.nosdeputes.fr/christophe-guilloteau","http://www.nosdeputes.fr/christophe-guilloteau/xml"
"TRISOMIE 21 VAR","",2000,"Fonctionnement",157,"LEVY Geneviève",83,"Député","","Geneviève","Levy","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267378.asp","http://www.nosdeputes.fr/genevieve-levy","http://www.nosdeputes.fr/genevieve-levy/xml"
"TRITYC Triathlon","",2000,"NC",219,"GROMMERCH Anne",57,"Député","","Anne","Grommerch","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/343623.asp","http://www.nosdeputes.fr/anne-grommerch","http://www.nosdeputes.fr/anne-grommerch/xml"
"TROISIEME AGE ORMEAUX MONTAUDRAN","",1000,"Fonctionnement",157,"MOUDENC Jean-Luc",31,"Député","","Jean-Luc","Moudenc","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606299.asp","http://www.nosdeputes.fr/jean-luc-moudenc","http://www.nosdeputes.fr/jean-luc-moudenc/xml"
"Troupe de l'escapade","",1000,"Fonctionnement",131,"PONIATOWSKI Axel",95,"Député","","Axel","Poniatowski","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267886.asp","http://www.nosdeputes.fr/axel-poniatowski","http://www.nosdeputes.fr/axel-poniatowski/xml"
"Turbulences","",1000,"Culture arts plastiques",131,"RICHARD Arnaud",78,"Député","","Arnaud","Richard","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/345897.asp","http://www.nosdeputes.fr/arnaud-richard","http://www.nosdeputes.fr/arnaud-richard/xml"
"Turkuaz","",1000,"Projet éducatif",224,"CRESTA Jacques",66,"Député","","Jacques","Cresta","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608310.asp","http://www.nosdeputes.fr/jacques-cresta","http://www.nosdeputes.fr/jacques-cresta/xml"
"Twirling Club St Germain Laprade","",1000,"NC",219,"WAUQUIEZ Laurent",43,"Député","","Laurent","Wauquiez","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267285.asp","http://www.nosdeputes.fr/laurent-wauquiez","http://www.nosdeputes.fr/laurent-wauquiez/xml"
"U.A.H.B.","",1500,"NC",163,"DE RUGY François",44,"Député","","François de","Rugy","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/332747.asp","http://www.nosdeputes.fr/francois-de-rugy","http://www.nosdeputes.fr/francois-de-rugy/xml"
"U.A.I. Nogent Athlétisme","",1000,"NC",219,"CARREZ Gilles",94,"Député","","Gilles","Carrez","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/746.asp","http://www.nosdeputes.fr/gilles-carrez","http://www.nosdeputes.fr/gilles-carrez/xml"
"U.L.A.C","",2000,"Fonctionnement",169,"GUIBAL Jean-Claude",6,"Député","","Jean-Claude","Guibal","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1574.asp","http://www.nosdeputes.fr/jean-claude-guibal","http://www.nosdeputes.fr/jean-claude-guibal/xml"
"U.N.C","",1000,"Fonctionnement",169,"GUIBAL Jean-Claude",6,"Député","","Jean-Claude","Guibal","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1574.asp","http://www.nosdeputes.fr/jean-claude-guibal","http://www.nosdeputes.fr/jean-claude-guibal/xml"
"U.S.M Football","",5000,"NC",219,"DOOR Jean-Pierre",45,"Député","","Jean-Pierre","Door","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267289.asp","http://www.nosdeputes.fr/jean-pierre-door","http://www.nosdeputes.fr/jean-pierre-door/xml"
"U.S.M.V de Vourles","",1000,"NC",219,"GUILLOTEAU Christophe",69,"Député","","Christophe","Guilloteau","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267499.asp","http://www.nosdeputes.fr/christophe-guilloteau","http://www.nosdeputes.fr/christophe-guilloteau/xml"
"UA Basket","",7000,"NC",219,"CANDELIER Jean-Jacques",59,"Député","","Jean-Jacques","Candelier","H","GDR","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267492.asp","http://www.nosdeputes.fr/jean-jacques-candelier","http://www.nosdeputes.fr/jean-jacques-candelier/xml"
"UCI","",1500,"Fonctionnement",134,"WARSMANN Jean-Luc",8,"Député","","Jean-Luc","Warsmann","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2952.asp","http://www.nosdeputes.fr/jean-luc-warsmann","http://www.nosdeputes.fr/jean-luc-warsmann/xml"
"UCIA Pays de Commercy","",5800,"Fonctionnement",134,"PANCHER Bertrand",55,"Député","","Bertrand","Pancher","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/333421.asp","http://www.nosdeputes.fr/bertrand-pancher","http://www.nosdeputes.fr/bertrand-pancher/xml"
"UCMJC - Union Catalane des MJC","",10000,"Fonctionnement",163,"NEUVILLE Ségolène",66,"Député","","Ségolène","Neuville","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608328.asp","http://www.nosdeputes.fr/segolene-neuville","http://www.nosdeputes.fr/segolene-neuville/xml"
"UDAPIA","",10000,"Apporter assistance aux personnes en recherche d'insertion",304,"POMPILI Barbara",80,"Député","","Barbara","Pompili","F","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609520.asp","http://www.nosdeputes.fr/barbara-pompili","http://www.nosdeputes.fr/barbara-pompili/xml"
"UDCAP","",1000,"Fonctionnement",134,"SIRE Fernand",66,"Député","","Fernand","Siré","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/344492.asp","http://www.nosdeputes.fr/fernand-sire","http://www.nosdeputes.fr/fernand-sire/xml"
"UFAC Marennes","",1000,"Fonctionnement",169,"FENECH Georges",69,"Député","","Georges","Fenech","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267591.asp","http://www.nosdeputes.fr/georges-fenech","http://www.nosdeputes.fr/georges-fenech/xml"
"UFC Que Choisir 41","",1000,"Fonctionnement",134,"MARTIN-LALANDE Patrice",41,"Député","","Patrice","Martin-Lalande","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2099.asp","http://www.nosdeputes.fr/patrice-martin-lalande","http://www.nosdeputes.fr/patrice-martin-lalande/xml"
"UFE Pondichery","",10000,"Fonctionnement",185,"MARIANI Thierry",999,"Député","","Thierry","Mariani","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2073.asp","http://www.nosdeputes.fr/thierry-mariani","http://www.nosdeputes.fr/thierry-mariani/xml"
"UGMM Union des Groupes et Ménetriers du Morvan","",2500,"Fonctionnement",224,"BAUMEL Laurent",37,"Député","","Laurent","Baumel","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606793.asp","http://www.nosdeputes.fr/laurent-baumel","http://www.nosdeputes.fr/laurent-baumel/xml"
"Uhaina 2","",0,"""(Association des femmes et familles de Marins de la Côte Basque) Quai Pascal Elissal 64500 Ciboure """,205,"ALAUX Sylviane",64,"Député","","Sylviane","Alaux","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/608276.asp","http://www.nosdeputes.fr/sylviane-alaux","http://www.nosdeputes.fr/sylviane-alaux/xml"
"UJS TOULOUSE (futsal de Lafaourette)","",1000,"NC",219,"MOUDENC Jean-Luc",31,"Député","","Jean-Luc","Moudenc","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606299.asp","http://www.nosdeputes.fr/jean-luc-moudenc","http://www.nosdeputes.fr/jean-luc-moudenc/xml"
"Un autre regard","",1000,"Fonctionnement",157,"REYNES Bernard",13,"Député","","Bernard","Reynès","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330788.asp","http://www.nosdeputes.fr/bernard-reynes","http://www.nosdeputes.fr/bernard-reynes/xml"
"Un brin de chaleur","",4000,"NC",304,"LAGARDE Jean-Christophe",93,"Député","","Jean-Christophe","Lagarde","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/268019.asp","http://www.nosdeputes.fr/jean-christophe-lagarde","http://www.nosdeputes.fr/jean-christophe-lagarde/xml"
"Un grand orgue pour Notre Dame de la Treille à Lille","",1000,"Fonctionnement",224,"DAUBRESSE Marc-Philippe",59,"Député","","Marc-Philippe","Daubresse","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1001.asp","http://www.nosdeputes.fr/marc-philippe-daubresse","http://www.nosdeputes.fr/marc-philippe-daubresse/xml"
"Un Jour de Bonheur","",3000,"Fonctionnement",224,"GEOFFROY Guy",77,"Député","","Guy","Geoffroy","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267813.asp","http://www.nosdeputes.fr/guy-geoffroy","http://www.nosdeputes.fr/guy-geoffroy/xml"
"UNAFAM","",1000,"Fonctionnement",157,"SERMIER Jean-Marie",39,"Député","","Jean-Marie","Sermier","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267204.asp","http://www.nosdeputes.fr/jean-marie-sermier","http://www.nosdeputes.fr/jean-marie-sermier/xml"
"UNC-AFN de Loir-et-Cher","",1000,"Fonctionnement",169,"MARTIN-LALANDE Patrice",41,"Député","","Patrice","Martin-Lalande","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2099.asp","http://www.nosdeputes.fr/patrice-martin-lalande","http://www.nosdeputes.fr/patrice-martin-lalande/xml"
"Une Luciole dans la nuit","",10000,"NC",204,"Groupe SRC",75,"Assemblée nationale","","","","","","","",""
"UNEF","",10000,"Fonctionnement",231,"HANOTIN Mathieu",93,"Député","","Mathieu","Hanotin","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610245.asp","http://www.nosdeputes.fr/mathieu-hanotin","http://www.nosdeputes.fr/mathieu-hanotin/xml"
"UNEF","",10000,"Projet d'un espace étudiant francophone. Mobilité étudiante internationale et francophone.",231,"AMIRSHAHI Pouria",999,"Député","","Pouria","Amirshahi","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610968.asp","http://www.nosdeputes.fr/pouria-amirshahi","http://www.nosdeputes.fr/pouria-amirshahi/xml"
"UNEF","",70000,"Etat Généraux de la Jeunesse",231,"CHERKI Pascal",75,"Député","","Pascal","Cherki","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/609042.asp","http://www.nosdeputes.fr/pascal-cherki","http://www.nosdeputes.fr/pascal-cherki/xml"
"UNI","",10000,"Fonctionnement",231,"CARREZ Gilles",94,"Député","","Gilles","Carrez","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/746.asp","http://www.nosdeputes.fr/gilles-carrez","http://www.nosdeputes.fr/gilles-carrez/xml"
"UNI","",60000,"Fonctionnement",231,"COPE Jean-François",77,"Député","","Jean-François","Copé","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/917.asp","http://www.nosdeputes.fr/jean-francois-cope","http://www.nosdeputes.fr/jean-francois-cope/xml"
"UNIAT","",2000,"Fonctionnement",157,"LETT Céleste",57,"Député","","Céleste","Lett","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267057.asp","http://www.nosdeputes.fr/celeste-lett","http://www.nosdeputes.fr/celeste-lett/xml"
"Union athlétique de Chauny","",1000,"NC",219,"BECHTEL Marie-Françoise",2,"Député","","Marie-Françoise","Bechtel","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/605076.asp","http://www.nosdeputes.fr/marie-francoise-bechtel","http://www.nosdeputes.fr/marie-francoise-bechtel/xml"
"Union Chabonnaise Gymnastique","",1000,"NC",219,"BARBIER Jean-Pierre",38,"Député","","Jean-Pierre","Barbier","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/606888.asp","http://www.nosdeputes.fr/jean-pierre-barbier","http://www.nosdeputes.fr/jean-pierre-barbier/xml"
"Union commerciale, artisanale et des services de Seclin","",1000,"Fonctionnement",134,"HUYGHE Sébastien",59,"Député","","Sébastien","Huyghe","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267200.asp","http://www.nosdeputes.fr/sebastien-huyghe","http://www.nosdeputes.fr/sebastien-huyghe/xml"
"Union cycliste Moulienne","",10000,"NC",219,"LOUIS-CARABIN Gabrielle",971,"Député","","Gabrielle","Louis-Carabin","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/268042.asp","http://www.nosdeputes.fr/gabrielle-louis-carabin","http://www.nosdeputes.fr/gabrielle-louis-carabin/xml"
"Union de tourisme et de loisirs ""Aurora""","",1000,"Fonctionnement",134,"HILLMEYER Francis",68,"Député","","Francis","Hillmeyer","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/216574.asp","http://www.nosdeputes.fr/francis-hillmeyer","http://www.nosdeputes.fr/francis-hillmeyer/xml"
"Union départementale des associations de la Mayenne pour le don du sang (UDSB 53)","",1500,"Soutien aux actions de sensibilisation pour le don du sang à l'attention des jeunes, en milieu scolaire et sportif notamment",163,"PICHOT Sylvie",53,"Député","","Sylvie","Pichot","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/642844.asp","http://www.nosdeputes.fr/sylvie-pichot","http://www.nosdeputes.fr/sylvie-pichot/xml"
"Union Départementale des Offices de Tourisme de Haute-Marne","",15000,"Fonctionnement",134,"CHATEL Luc",52,"Député","","Luc","Chatel","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267165.asp","http://www.nosdeputes.fr/luc-chatel","http://www.nosdeputes.fr/luc-chatel/xml"
"Union Départementale des Sapeurs Pompiers de Haute-Marne","",5000,"Fonctionnement",128,"CHATEL Luc",52,"Député","","Luc","Chatel","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267165.asp","http://www.nosdeputes.fr/luc-chatel","http://www.nosdeputes.fr/luc-chatel/xml"
"Union Départementale des Sous-Officiers en Retraite","",1000,"Fonctionnement",212,"AUDIBERT TROIN Olivier",83,"Député","","Olivier","Audibert Troin","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/314.asp","http://www.nosdeputes.fr/olivier-audibert-troin","http://www.nosdeputes.fr/olivier-audibert-troin/xml"
"Union Départementale pour le Don du Sang","",1000,"NC",204,"ZIMMERMANN Marie-Jo",57,"Député","","Marie-Jo","Zimmermann","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2971.asp","http://www.nosdeputes.fr/marie-jo-zimmermann","http://www.nosdeputes.fr/marie-jo-zimmermann/xml"
"union des acteurs économiques de Bourg d'Oisans","",1000,"organisation de la Foire d'automne",134,"BATTISTEL Marie-Noëlle",38,"Député","","Marie-Noëlle","Battistel","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/342415.asp","http://www.nosdeputes.fr/marie-noelle-battistel","http://www.nosdeputes.fr/marie-noelle-battistel/xml"
"Union des anciens de L'Isle-Adam","",1000,"Fonctionnement",157,"PONIATOWSKI Axel",95,"Député","","Axel","Poniatowski","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267886.asp","http://www.nosdeputes.fr/axel-poniatowski","http://www.nosdeputes.fr/axel-poniatowski/xml"
"Union des Associations d'Archers du Nord de la France","",3000,"NC",219,"DECOOL Jean-Pierre",59,"Député","","Jean-Pierre","Decool","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267762.asp","http://www.nosdeputes.fr/jean-pierre-decool","http://www.nosdeputes.fr/jean-pierre-decool/xml"
"Union des Associations de Saint-Etienne et de la Loire","",103000,"Aide à l'accompagnement de projets des associations de Saint-Etienne",232,"GAGNAIRE Jean-Louis",42,"Député","","Jean-Louis","Gagnaire","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/332636.asp","http://www.nosdeputes.fr/jean-louis-gagnaire","http://www.nosdeputes.fr/jean-louis-gagnaire/xml"
"Union des Berbères du Beauvaisis","",1000,"Fonctionnement",224,"MANCEL Jean-François",60,"Député","","Jean-François","Mancel","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2048.asp","http://www.nosdeputes.fr/jean-francois-mancel","http://www.nosdeputes.fr/jean-francois-mancel/xml"
"Union des Etudiants Algériens de France (UEAF)","",20000,"Fonctionnement",231,"HANOTIN Mathieu",93,"Député","","Mathieu","Hanotin","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610245.asp","http://www.nosdeputes.fr/mathieu-hanotin","http://www.nosdeputes.fr/mathieu-hanotin/xml"
"Union des institutions sociales","",1500,"Achat de matériel informatique",177,"LAMOUR Jean-François",75,"Député","","Jean-François","Lamour","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/230329.asp","http://www.nosdeputes.fr/jean-francois-lamour","http://www.nosdeputes.fr/jean-francois-lamour/xml"
"Union des Invalides Anciens Combattants et Victimes de Guerre d'Alsace-Moselle","",1500,"Fonctionnement",169,"LETT Céleste",57,"Député","","Céleste","Lett","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267057.asp","http://www.nosdeputes.fr/celeste-lett","http://www.nosdeputes.fr/celeste-lett/xml"
"Union des Patineurs de Villefranche","",1000,"NC",219,"PERRUT Bernard",69,"Député","","Bernard","Perrut","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2377.asp","http://www.nosdeputes.fr/bernard-perrut","http://www.nosdeputes.fr/bernard-perrut/xml"
"Union du Saulon la Chapelle","",1000,"Fonctionnement",163,"SUGUENOT Alain",21,"Député","","Alain","Suguenot","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2775.asp","http://www.nosdeputes.fr/alain-suguenot","http://www.nosdeputes.fr/alain-suguenot/xml"
"Union française de Montréal","",5000,"Création d'un espace France, lieu de rassemblement pour les associations dans le cadre de missions d'accueil des nouveaux arrivants, d'aide aux concitoyens et d'un lieu de rencontre.",151,"NARASSIGUIN Corinne",999,"Député","","Corinne","Narassiguin","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610850.asp","http://www.nosdeputes.fr/corinne-narassiguin","http://www.nosdeputes.fr/corinne-narassiguin/xml"
"Union France Valais","",9500,"Fonctionnement",169,"SCHMID Claudine",999,"Député","","Claudine","Schmid","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/610924.asp","http://www.nosdeputes.fr/claudine-schmid","http://www.nosdeputes.fr/claudine-schmid/xml"
"Union Hellénique de Marseille et de sa Région Centre Hellénique Maison des Hellènes Bibliothèque franco-hellenique demetre zAFIROPOULOS","",2000,"Fête nationale grecque 2013",224,"ASSOULY Avi",13,"Député","","Avi","Assouly","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/642682.asp","http://www.nosdeputes.fr/avi-assouly","http://www.nosdeputes.fr/avi-assouly/xml"
"Union Musicale de Saint-Jean-sur-Reyssouze","",1500,"Fonctionnement",224,"BRETON Xavier",1,"Député","","Xavier","Breton","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330008.asp","http://www.nosdeputes.fr/xavier-breton","http://www.nosdeputes.fr/xavier-breton/xml"
"Union Musicale Le Thillot","",2000,"Fonctionnement",224,"VANNSON François",88,"Député","","François","Vannson","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2876.asp","http://www.nosdeputes.fr/francois-vannson","http://www.nosdeputes.fr/francois-vannson/xml"
"Union nationale des anciens combattants","",1000,"Fonctionnement",169,"DEFLESSELLES Bernard",13,"Député","","Bernard","Deflesselles","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1029.asp","http://www.nosdeputes.fr/bernard-deflesselles","http://www.nosdeputes.fr/bernard-deflesselles/xml"
"Union Nationale des Associations de Secouristes et Sauveteurs du Loiret","",1000,"Fonctionnement",128,"DE GANAY Claude",45,"Député","","Claude de","Ganay","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267735.asp","http://www.nosdeputes.fr/claude-de-ganay","http://www.nosdeputes.fr/claude-de-ganay/xml"
"Union Nationale des Associations de Secouristes et Sauveteurs du Loiret","",1000,"Fonctionnement",128,"DUBOIS Marianne",45,"Député","","Marianne","Dubois","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/342935.asp","http://www.nosdeputes.fr/marianne-dubois","http://www.nosdeputes.fr/marianne-dubois/xml"
"Union Nationale des Combattants","",1000,"Fonctionnement",169,"GIRAN Jean-Pierre",83,"Député","","Jean-Pierre","Giran","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1483.asp","http://www.nosdeputes.fr/jean-pierre-giran","http://www.nosdeputes.fr/jean-pierre-giran/xml"
"Union nationale des combattants","",2000,"Fonctionnement",167,"CENSI Yves",12,"Député","","Yves","Censi","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267266.asp","http://www.nosdeputes.fr/yves-censi","http://www.nosdeputes.fr/yves-censi/xml"
