"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","mandat attributeur","année d'octroi de la subvention","prénom","nom","sexe","groupe","url_institution","url_nosparlementaires","url_nosparlementaires_api"
"BEAULIEU",58,1000,"La réhabilitation du presbytère en logements locatifs",122,"PAUL Christian",58,"Député",2012,"Christian","Paul","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2338.asp","http://www.nosdeputes.fr/christian-paul","http://www.nosdeputes.fr/christian-paul/xml"
"BEAULIEU",63,1000,"L'amélioration de l'équipement numérique de l'école",122,"BACQUET Jean-Paul",63,"Député",2013,"Jean-Paul","Bacquet","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334.asp","http://www.nosdeputes.fr/jean-paul-bacquet","http://www.nosdeputes.fr/jean-paul-bacquet/xml"
"BEAULIEU-LES-FONTAINES",60,9403,"La rénovation et la mise en accessibilité de la salle des fêtes",122,"GONNOT François-Michel",60,"Député",2011,"François-Michel","Gonnot","H","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/1514.asp","http://2007-2012.nosdeputes.fr/francois-michel-gonnot","http://2007-2012.nosdeputes.fr/francois-michel-gonnot/xml"
"BEAULIEU-LES-LOCHES",37,5753,"La réhabilitation du logement situé 14, rue Saint- André",122,"TOURAINE Marisol",37,"Député",2012,"Marisol","Touraine","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2825.asp","http://www.nosdeputes.fr/marisol-touraine","http://www.nosdeputes.fr/marisol-touraine/xml"
"BEAULIEU-SOUS-LA-ROCHE",85,15000,"La construction d'une mairie",122,"CAILLAUD Dominique",85,"Député",2012,"Dominique","Caillaud","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/707.asp","http://2007-2012.nosdeputes.fr/dominique-caillaud","http://2007-2012.nosdeputes.fr/dominique-caillaud/xml"
"BEAULIEU-SUR-LOIRE",45,10000,"La construction d'une garderie périscolaire et d'un restaurant scolaire",122,"DOOR Jean-Pierre",45,"Député",2010,"Jean-Pierre","Door","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267289.asp","http://www.nosdeputes.fr/jean-pierre-door","http://www.nosdeputes.fr/jean-pierre-door/xml"
"BEAULIEU-SUR-SONNETTE",16,113,"La restauration de l'église Saint-Côme et Saint- Damien (3ème tranche)",122,"LAMBERT Jérôme",16,"Député",2008,"Jérôme","Lambert","H","RRDP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1809.asp","http://www.nosdeputes.fr/jerome-lambert","http://www.nosdeputes.fr/jerome-lambert/xml"
"BEAUMENIL",88,7000,"L'aménagement des voies communales n°1, 5 et 7",122,"CHERPION Gérard",88,"Député",2012,"Gérard","Cherpion","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/856.asp","http://www.nosdeputes.fr/gerard-cherpion","http://www.nosdeputes.fr/gerard-cherpion/xml"
"BEAUMERIE-SAINT-MARTIN",62,2420,"L'aménagement de réseaux d'évacuation des eaux pluviales, rue Tantane et chemin de Lagnier",122,"FASQUELLE Daniel",62,"Député",2011,"Daniel","Fasquelle","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334149.asp","http://www.nosdeputes.fr/daniel-fasquelle","http://www.nosdeputes.fr/daniel-fasquelle/xml"
"BEAUMESNIL",27,3776,"L'acquisition et l'installation de plaques de rues et de numéros d'habitations",122,"VAMPA Marc",27,"Député",2010,"Marc","Vampa","H","NC","http://www.assembleenationale.fr/13/tribun/fiches_id/267110.asp","http://2007-2012.nosdeputes.fr/marc-vampa","http://2007-2012.nosdeputes.fr/marc-vampa/xml"
"BEAUMESNIL",27,4500,"L'acquisition et l'installation de jeux de plein air",122,"VAMPA Marc",27,"Député",2009,"Marc","Vampa","H","NC","http://www.assembleenationale.fr/13/tribun/fiches_id/267110.asp","http://2007-2012.nosdeputes.fr/marc-vampa","http://2007-2012.nosdeputes.fr/marc-vampa/xml"
"BEAUMONT-DU-GATINAIS",77,1323,"L'aménagement de la nouvelle mairie",122,"JULIA Didier",77,"Député",2012,"Didier","Julia","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/1746.asp","http://2007-2012.nosdeputes.fr/didier-julia","http://2007-2012.nosdeputes.fr/didier-julia/xml"
"BEAUMONT-LES-AUTELS",28,3500,"La réhabilitation des menuiseries des écoles",122,"ACCOYER Bernard",74,"Député",2012,"Bernard","Accoyer","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/230.asp","http://www.nosdeputes.fr/bernard-accoyer","http://www.nosdeputes.fr/bernard-accoyer/xml"
"BEAUMONT-PIED-DE-BOEUF",72,5951,"La valorisation de la zone humide de l'Ire",122,"PAVY-MORANCAIS Béatrice",72,"Député",2012,"Béatrice","Pavy","F","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/267314.asp","http://2007-2012.nosdeputes.fr/beatrice-pavy","http://2007-2012.nosdeputes.fr/beatrice-pavy/xml"
"BEAUMOTTE-LES-PIN",70,2000,"Divers travaux au cimetière",122,"JOYANDET Alain",70,"Député",2012,"Alain","Joyandet","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/1744.asp","http://2007-2012.nosdeputes.fr/alain-joyandet","http://2007-2012.nosdeputes.fr/alain-joyandet/xml"
"BEAURAINS",62,5000,"L'aménagement d'un terrain d'évolution sportive Hat-Trick en gazon synthétique",122,"MAQUET Jacqueline",62,"Député",2012,"Jacqueline","Maquet","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334116.asp","http://www.nosdeputes.fr/jacqueline-maquet","http://www.nosdeputes.fr/jacqueline-maquet/xml"
"BEAURAINS",62,12441,"L'équipement numérique des écoles",122,"MAQUET Jacqueline",62,"Député",2013,"Jacqueline","Maquet","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334116.asp","http://www.nosdeputes.fr/jacqueline-maquet","http://www.nosdeputes.fr/jacqueline-maquet/xml"
"BEAUREGARD-L'EVEQUE",63,473,"L'aménagement de la voirie entre l'école et la salle des fêtes",122,"NERI Alain",63,"Député",2008,"Alain","Néri","H","SRC","http://www.assemblee-nationale.fr/13/tribun/fiches_id/2272.asp","http://2007-2012.nosdeputes.fr/alain-neri","http://2007-2012.nosdeputes.fr/alain-neri/xml"
"BEAUREGARD-L'EVEQUE",63,1268,"L'aménagement de la rue du Sauplant",122,"NERI Alain",63,"Député",2010,"Alain","Néri","H","SRC","http://www.assemblee-nationale.fr/13/tribun/fiches_id/2272.asp","http://2007-2012.nosdeputes.fr/alain-neri","http://2007-2012.nosdeputes.fr/alain-neri/xml"
"BEAUREGARD-L'EVEQUE",63,1282,"Travaux de voirie, secteur de Courcourt (chemins d'Orient, des Charmes, des Contamines et de Sous-Orient)",122,"NERI Alain",63,"Député",2009,"Alain","Néri","H","SRC","http://www.assemblee-nationale.fr/13/tribun/fiches_id/2272.asp","http://2007-2012.nosdeputes.fr/alain-neri","http://2007-2012.nosdeputes.fr/alain-neri/xml"
"BEAUREGARD-L'EVEQUE",63,3774,"La construction d'un atelier municipal",122,"NERI Alain",63,"Député",2010,"Alain","Néri","H","SRC","http://www.assemblee-nationale.fr/13/tribun/fiches_id/2272.asp","http://2007-2012.nosdeputes.fr/alain-neri","http://2007-2012.nosdeputes.fr/alain-neri/xml"
"BEAUREVOIR",2,3000,"Le renforcement de l'étanchéité de la toiture- terrasse de l'école maternelle",122,"BERTRAND Xavier",2,"Député",2013,"Xavier","Bertrand","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267080.asp","http://www.nosdeputes.fr/xavier-bertrand","http://www.nosdeputes.fr/xavier-bertrand/xml"
"BEAUSEMBLANT",26,1437,"La réfection de la toiture de l'ancienne école",122,"THORAVAL Marie-Hélène",26,"Député",2012,"Marie-Hélène","Thoraval","F","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/341466.asp","http://2007-2012.nosdeputes.fr/marie-helene-thoraval","http://2007-2012.nosdeputes.fr/marie-helene-thoraval/xml"
"BEAUSITE",55,1880,"La réhabilitation de la mairie d'Amblaincourt en salle de convivialité",122,"PANCHER Bertrand",55,"Député",2011,"Bertrand","Pancher","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/333421.asp","http://www.nosdeputes.fr/bertrand-pancher","http://www.nosdeputes.fr/bertrand-pancher/xml"
"BEAUVOIR",89,1300,"La réhabilitation de la mairie, l'aménagement d'un parking, la réfection de la voirie, l'installation d'un poteau d'incendie et l'extension du local des services techniques",122,"SOISSON Jean-Pierre",89,"Député",2011,"Jean-Pierre","Soisson","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/2744.asp","http://2007-2012.nosdeputes.fr/jean-pierre-soisson","http://2007-2012.nosdeputes.fr/jean-pierre-soisson/xml"
"BEAUVOIR-DE-MARC",38,14358,"La construction d'une école primaire",122,"COLOMBIER Georges",38,"Député",2010,"Georges","Colombier","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/909.asp","http://2007-2012.nosdeputes.fr/georges-colombier","http://2007-2012.nosdeputes.fr/georges-colombier/xml"
"BEAUVOISIN",30,2603,"L'installation de caméras de vidéo surveillance",122,"MOURRUT Etienne",30,"Député",2011,"Étienne","Mourrut","H","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/267647.asp","http://2007-2012.nosdeputes.fr/etienne-mourrut","http://2007-2012.nosdeputes.fr/etienne-mourrut/xml"
"BEAUX",43,15000,"L'acquisition d'un véhicule utilitaire, de divers matériels techniques et de tables de pique-nique",122,"WAUQUIEZ Laurent",43,"Député",2011,"Laurent","Wauquiez","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267285.asp","http://www.nosdeputes.fr/laurent-wauquiez","http://www.nosdeputes.fr/laurent-wauquiez/xml"
"BECHY",57,4945,"La pose de pare-ballons au stade de football",122,"ZIMMERMANN Marie-Jo",57,"Député",2013,"Marie-Jo","Zimmermann","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2971.asp","http://www.nosdeputes.fr/marie-jo-zimmermann","http://www.nosdeputes.fr/marie-jo-zimmermann/xml"
"BECHY",57,5000,"La construction d'un auvent devant le foyer socio- éducatif",122,"ZIMMERMANN Marie-Jo",57,"Député",2012,"Marie-Jo","Zimmermann","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2971.asp","http://www.nosdeputes.fr/marie-jo-zimmermann","http://www.nosdeputes.fr/marie-jo-zimmermann/xml"
"BECHY",57,5000,"La réfection du plancher de l'église",122,"ZIMMERMANN Marie-Jo",57,"Député",2013,"Marie-Jo","Zimmermann","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2971.asp","http://www.nosdeputes.fr/marie-jo-zimmermann","http://www.nosdeputes.fr/marie-jo-zimmermann/xml"
"BECHY",57,14034,"La construction d'un parking aux abords du cimetière",122,"ZIMMERMANN Marie-Jo",57,"Député",2012,"Marie-Jo","Zimmermann","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2971.asp","http://www.nosdeputes.fr/marie-jo-zimmermann","http://www.nosdeputes.fr/marie-jo-zimmermann/xml"
"BEDUER",46,5000,"L'équipement intérieur de la salle polyvalente Jean Pélissié",122,"LAUNAY Jean",46,"Député",2011,"Jean","Launay","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1844.asp","http://www.nosdeputes.fr/jean-launay","http://www.nosdeputes.fr/jean-launay/xml"
"BEGLES",33,223,"L'acquisition et l'installation au musée de la Création Franche d'une borne multimédia interactive",122,"MAMERE Noël",33,"Député",2011,"Noël","Mamère","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2045.asp","http://www.nosdeputes.fr/noel-mamere","http://www.nosdeputes.fr/noel-mamere/xml"
"BEGLES",33,1500,"L'acquisition de matériel informatique pour le service de développement économique",122,"MAMERE Noël",33,"Député",2012,"Noël","Mamère","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2045.asp","http://www.nosdeputes.fr/noel-mamere","http://www.nosdeputes.fr/noel-mamere/xml"
"BEGLES",33,4000,"L'acquisition de toilettes sèches pour les sites de la Plaine des Sports, de Mussonville et des Berges de Garonne",122,"MAMERE Noël",33,"Député",2013,"Noël","Mamère","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2045.asp","http://www.nosdeputes.fr/noel-mamere","http://www.nosdeputes.fr/noel-mamere/xml"
"BEGLES",33,4361,"L'aménagement d'un verger partagé au parc de Mussonville",122,"MAMERE Noël",33,"Député",2012,"Noël","Mamère","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2045.asp","http://www.nosdeputes.fr/noel-mamere","http://www.nosdeputes.fr/noel-mamere/xml"
"BEGLES",33,5000,"L'acquisition de matériel pour les chantiers éducatifs du service jeunesse",122,"MAMERE Noël",33,"Député",2012,"Noël","Mamère","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2045.asp","http://www.nosdeputes.fr/noel-mamere","http://www.nosdeputes.fr/noel-mamere/xml"
"BEGLES",33,7000,"L'acquisition d'un véhicule utilitaire",122,"MAMERE Noël",33,"Député",2012,"Noël","Mamère","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2045.asp","http://www.nosdeputes.fr/noel-mamere","http://www.nosdeputes.fr/noel-mamere/xml"
"BEGLES",33,8689,"L'équipement informatique des écoles",122,"MAMERE Noël",33,"Député",2011,"Noël","Mamère","H","ECOLO","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2045.asp","http://www.nosdeputes.fr/noel-mamere","http://www.nosdeputes.fr/noel-mamere/xml"
"BEGROLLES-EN-MAUGES",49,15000,"La mise en sécurité du carrefour de la Croix de Pierre",122,"de CHARETTE Hervé",49,"Député",2012,"Hervé de","Charette","H","NC","http://www.assemblee-nationale.fr/13/tribun/fiches_id/825.asp","http://2007-2012.nosdeputes.fr/herve-de-charette","http://2007-2012.nosdeputes.fr/herve-de-charette/xml"
"BEHENCOURT",80,3000,"Le réaménagement de la mairie et de sa salle de réunion",122,"GEST Alain",80,"Député",2012,"Alain","Gest","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1466.asp","http://www.nosdeputes.fr/alain-gest","http://www.nosdeputes.fr/alain-gest/xml"
"BEHONNE",55,2000,"La restauration de la façade de l'église",122,"PANCHER Bertrand",55,"Député",2012,"Bertrand","Pancher","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/333421.asp","http://www.nosdeputes.fr/bertrand-pancher","http://www.nosdeputes.fr/bertrand-pancher/xml"
"BEIGNON",56,11100,"L'aménagement d'une aire multi-sports entre la garderie périscolaire et l'école publique",122,"BOUVARD Loïc",56,"Député",2012,"Loïc","Bouvard","H","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/634.asp","http://2007-2012.nosdeputes.fr/loic-bouvard","http://2007-2012.nosdeputes.fr/loic-bouvard/xml"
"BELBEUF",76,8541,"La construction d'ateliers municipaux",122,"GUEGOT Françoise",76,"Député",2012,"Françoise","Guégot","F","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/335567.asp","http://www.nosdeputes.fr/francoise-guegot","http://www.nosdeputes.fr/francoise-guegot/xml"
"BELGEARD",53,10000,"La construction d'un parc multisports",122,"FAVENNEC Yannick",53,"Député",2012,"Yannick","Favennec","H","UDI","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267042.asp","http://www.nosdeputes.fr/yannick-favennec","http://www.nosdeputes.fr/yannick-favennec/xml"
"BELIGNEUX",1,6000,"L'extension et la restructuration du groupe scolaire",122,"de la VERPILLIERE Charles",1,"Député",2013,"Charles de","La Verpillière","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1012.asp","http://www.nosdeputes.fr/charles-de-la-verpilliere","http://www.nosdeputes.fr/charles-de-la-verpilliere/xml"
"BELLANGE",57,361,"La restauration de l'église et la réfection du mur du cimetière",122,"MARTY Alain",57,"Député",2010,"Alain","Marty","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267556.asp","http://www.nosdeputes.fr/alain-marty","http://www.nosdeputes.fr/alain-marty/xml"
"BELLEFOND",21,500,"L'aménagement de la place du village",122,"DEPIERRE Bernard",21,"Député",2011,"Bernard","Depierre","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/1085.asp","http://2007-2012.nosdeputes.fr/bernard-depierre","http://2007-2012.nosdeputes.fr/bernard-depierre/xml"
"BELLEGARDE-SUR-VALSERINE 01 - Ain","",6600,"La restauration de la bannière historique ""Fanfare de Bellegarde-Coupy""",122,"BLANC Etienne",1,"Député",2012,"Étienne","Blanc","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267075.asp","http://www.nosdeputes.fr/etienne-blanc","http://www.nosdeputes.fr/etienne-blanc/xml"
"BELLEGARDE-SUR-VALSERINE 01 - Ain","",7500,"L'acquisition de matériel informatique pour les écoles",122,"BLANC Etienne",1,"Député",2010,"Étienne","Blanc","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267075.asp","http://www.nosdeputes.fr/etienne-blanc","http://www.nosdeputes.fr/etienne-blanc/xml"
"BELLEGARDE-SUR-VALSERINE 01 - Ain","",11000,"La restauration de l'église Notre-Dame de l'Assomption",122,"BLANC Etienne",1,"Député",2012,"Étienne","Blanc","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267075.asp","http://www.nosdeputes.fr/etienne-blanc","http://www.nosdeputes.fr/etienne-blanc/xml"
"BELLENEUVE",21,27488,"La construction d'un plateau sportif, d'une aire de jeux et d'un parking et l'aménagement des abords",122,"DELATTE Rémi",21,"Député",2012,"Rémi","Delatte","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267450.asp","http://www.nosdeputes.fr/remi-delatte","http://www.nosdeputes.fr/remi-delatte/xml"
"BELLOY-SAINT-LEONARD",80,1500,"La réfection partielle du chemin du Bois",122,"BIGNON Jérôme",80,"Député",2011,"Jérôme","Bignon","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/513.asp","http://2007-2012.nosdeputes.fr/jerome-bignon","http://2007-2012.nosdeputes.fr/jerome-bignon/xml"
"BELVAL",88,30000,"L'aménagement des entrées du village",122,"CHERPION Gérard",88,"Député",2010,"Gérard","Cherpion","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/856.asp","http://www.nosdeputes.fr/gerard-cherpion","http://www.nosdeputes.fr/gerard-cherpion/xml"
"BELVERNE",70,2500,"La restauration de la Fontaine du Haut",122,"VILLAUME Jean-Michel",70,"Député",2011,"Jean-Michel","Villaumé","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334951.asp","http://www.nosdeputes.fr/jean-michel-villaume","http://www.nosdeputes.fr/jean-michel-villaume/xml"
"BELVEZET",48,15761,"L'aménagement d'un local buvette",122,"SAINT-LEGER Francis",48,"Député",2012,"Francis","Saint-Léger","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/267003.asp","http://2007-2012.nosdeputes.fr/francis-saint-leger","http://2007-2012.nosdeputes.fr/francis-saint-leger/xml"
"BELVOIR",25,1660,"La mise en lumière de la chapelle Sainte-Anne",122,"BONNOT Marcel",25,"Député",2009,"Marcel","Bonnot","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267576.asp","http://www.nosdeputes.fr/marcel-bonnot","http://www.nosdeputes.fr/marcel-bonnot/xml"
"BELZ",56,16741,"L'effacement et la rénovation des réseaux du secteur Kerhuen",122,"GRALL Michel",56,"Député",2011,"Michel","Grall","H","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/333457.asp","http://2007-2012.nosdeputes.fr/michel-grall","http://2007-2012.nosdeputes.fr/michel-grall/xml"
"BELZ",56,18000,"La réfection de la voirie (programme 2012)",122,"GRALL Michel",56,"Député",2012,"Michel","Grall","H","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/333457.asp","http://2007-2012.nosdeputes.fr/michel-grall","http://2007-2012.nosdeputes.fr/michel-grall/xml"
"BENAY",2,14411,"L'enfouissement des réseaux et l'aménagement de trottoirs, rue d'Essigny-le-Grand et rue de la Busière",122,"BERTRAND Xavier",2,"Député",2011,"Xavier","Bertrand","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267080.asp","http://www.nosdeputes.fr/xavier-bertrand","http://www.nosdeputes.fr/xavier-bertrand/xml"
"BENAYES",19,4753,"La réhabilitation d'une salle de classe, à l'école",122,"HOLLANDE François",19,"Député",2011,"François","Hollande","H","SRC","http://www.assembleenationale.fr/13/tribun/fiches_id/1654.asp","http://2007-2012.nosdeputes.fr/francois-hollande","http://2007-2012.nosdeputes.fr/francois-hollande/xml"
"BENAYES",19,5311,"L'extension de l'école (1ère tranche)",122,"HOLLANDE François",19,"Député",2009,"François","Hollande","H","SRC","http://www.assembleenationale.fr/13/tribun/fiches_id/1654.asp","http://2007-2012.nosdeputes.fr/francois-hollande","http://2007-2012.nosdeputes.fr/francois-hollande/xml"
"BENING-LES-SAINT-AVOLD",57,10000,"La restructuration du foyer et l'aménagement d'une cantine",122,"LANG Pierre",57,"Député",2011,"Pierre","Lang","H","UMP","http://www.assemblee-nationale.fr/13/tribun/fiches_id/1822.asp","http://2007-2012.nosdeputes.fr/pierre-lang","http://2007-2012.nosdeputes.fr/pierre-lang/xml"
"BENOISTVILLE",50,3319,"L'aménagement d'une allée dans le cimetière",122,"GATIGNOL Claude",50,"Député",2012,"Claude","Gatignol","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/1432.asp","http://2007-2012.nosdeputes.fr/claude-gatignol","http://2007-2012.nosdeputes.fr/claude-gatignol/xml"
"BENOISTVILLE",50,5000,"La réhabilitation d'un bâtiment et la construction d'une nouvelle mairie",122,"GATIGNOL Claude",50,"Député",2009,"Claude","Gatignol","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/1432.asp","http://2007-2012.nosdeputes.fr/claude-gatignol","http://2007-2012.nosdeputes.fr/claude-gatignol/xml"
"BENY",1,20000,"La construction d'une école et d'un centre de loisirs",122,"BRETON Xavier",1,"Député",2011,"Xavier","Breton","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/330008.asp","http://www.nosdeputes.fr/xavier-breton","http://www.nosdeputes.fr/xavier-breton/xml"
"BERCENAY-EN-OTHE",10,10424,"La construction d'un local technique",122,"MATHIS Jean-Claude",10,"Député",2010,"Jean-Claude","Mathis","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2124.asp","http://www.nosdeputes.fr/jean-claude-mathis","http://www.nosdeputes.fr/jean-claude-mathis/xml"
"BERGERAC",24,1998,"La restauration de l'orgue de l'église Saint- Jacques",122,"GARRIGUE Daniel",24,"Député",2010,"Daniel","Garrigue","H","NI","http://www.assemblee-nationale.fr/13/tribun/fiches_id/1418.asp","http://2007-2012.nosdeputes.fr/daniel-garrigue","http://2007-2012.nosdeputes.fr/daniel-garrigue/xml"
"BERGERAC",24,22168,"Aménagement du centre social de la Brunetière à l'espace René Coicaud",122,"GARRIGUE Daniel",24,"Député",2007,"Daniel","Garrigue","H","NI","http://www.assemblee-nationale.fr/13/tribun/fiches_id/1418.asp","http://2007-2012.nosdeputes.fr/daniel-garrigue","http://2007-2012.nosdeputes.fr/daniel-garrigue/xml"
"BERGONNE",63,941,"L'édification d'un columbarium",122,"BACQUET Jean-Paul",63,"Député",2013,"Jean-Paul","Bacquet","H","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334.asp","http://www.nosdeputes.fr/jean-paul-bacquet","http://www.nosdeputes.fr/jean-paul-bacquet/xml"
"BERIGNY",50,6000,"La restauration des vestiaires de football",122,"GOSSELIN Philippe",50,"Député",2010,"Philippe","Gosselin","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/266797.asp","http://www.nosdeputes.fr/philippe-gosselin","http://www.nosdeputes.fr/philippe-gosselin/xml"
"BERNARDVILLE",67,16530,"La réfection des chemins d'Andlau et du Liesbühl",122,"HERTH Antoine",67,"Député",2012,"Antoine","Herth","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267355.asp","http://www.nosdeputes.fr/antoine-herth","http://www.nosdeputes.fr/antoine-herth/xml"
"BERNES-SUR-OISE",95,2295,"La restauration de la mairie (1ère tranche)",122,"HOUILLON Philippe",95,"Député",2008,"Philippe","Houillon","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/1661.asp","http://www.nosdeputes.fr/philippe-houillon","http://www.nosdeputes.fr/philippe-houillon/xml"
"BERNEVILLE",62,4750,"La restauration de l'église",122,"MAQUET Jacqueline",62,"Député",2009,"Jacqueline","Maquet","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/334116.asp","http://www.nosdeputes.fr/jacqueline-maquet","http://www.nosdeputes.fr/jacqueline-maquet/xml"
"BERNIENVILLE",27,3000,"L'installation d'un abri bus",122,"NICOLAS Jean-Pierre",27,"Député",2011,"Jean-Pierre","Nicolas","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/267144.asp","http://2007-2012.nosdeputes.fr/jean-pierre-nicolas","http://2007-2012.nosdeputes.fr/jean-pierre-nicolas/xml"
"BERNIERES-SUR-MER",14,1266,"La construction d'une salle multisports",122,"LEFRANC Jean-Marc",14,"Député",2010,"Jean-Marc","Lefranc","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/267099.asp","http://2007-2012.nosdeputes.fr/jean-marc-lefranc","http://2007-2012.nosdeputes.fr/jean-marc-lefranc/xml"
"BERNON",10,75,"L'installation d'un éclairage extérieur à l'arrière de la salle polyvalente et la pose d'une clôture et de portails",122,"MATHIS Jean-Claude",10,"Député",2013,"Jean-Claude","Mathis","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/2124.asp","http://www.nosdeputes.fr/jean-claude-mathis","http://www.nosdeputes.fr/jean-claude-mathis/xml"
"BERRWILLER",68,9774,"L'extension et la réhabilitation de la salle des sports",122,"SORDI Michel",68,"Député",2012,"Michel","Sordi","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267013.asp","http://www.nosdeputes.fr/michel-sordi","http://www.nosdeputes.fr/michel-sordi/xml"
"BERTHOLENE",12,7843,"La rénovation des sanitaires, la réfection de la cuisine et le remplacement du chauffage à la salle d'animation communale",122,"CENSI Yves",12,"Député",2012,"Yves","Censi","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/267266.asp","http://www.nosdeputes.fr/yves-censi","http://www.nosdeputes.fr/yves-censi/xml"
"BERTHOUVILLE",27,690,"La pose d'une stèle au cimetière dans le cadre de l'aménagement d'un jardin du souvenir",122,"NICOLAS Jean-Pierre",27,"Député",2012,"Jean-Pierre","Nicolas","H","UMP","http://www.assembleenationale.fr/13/tribun/fiches_id/267144.asp","http://2007-2012.nosdeputes.fr/jean-pierre-nicolas","http://2007-2012.nosdeputes.fr/jean-pierre-nicolas/xml"
"BERTRANGE",57,4000,"L'équipement informatique et la mise en conformité électrique de l'école primaire Saint- Rémy",122,"FILIPPETTI Aurélie",57,"Député",2011,"Aurélie","Filippetti","F","SRC","http://www.assemblee-nationale.fr/14/tribun/fiches_id/333611.asp","http://www.nosdeputes.fr/aurelie-filippetti","http://www.nosdeputes.fr/aurelie-filippetti/xml"
"BESLON",50,16000,"La viabilisation d'un lotissement",122,"GOSSELIN Philippe",50,"Député",2010,"Philippe","Gosselin","H","UMP","http://www.assemblee-nationale.fr/14/tribun/fiches_id/266797.asp","http://www.nosdeputes.fr/philippe-gosselin","http://www.nosdeputes.fr/philippe-gosselin/xml"
